basin,model,dataset,regime,A_up,A_lo,E5_up,E5_lo,B5_up,B5_lo,E1_up,E1_lo,E20_up,E20_lo,alpha_star_up,alpha_star_lo,delta_bar,beta_bar,Delta_asym,n,m1,zero_frac,cp1_up,ncp_up,cp1_lo,ncp_lo,H_mean_up,H_mean_lo,H5_up,H5_lo,NSE,lnNSE,KGE,KGEp,KGEnp,PBIAS,RMSE,RSR,VE,MAPE,SMAPE,BiasFHV,BiasFLV,BiasFMS,PeakBias,Q95Bias,Q90Bias,BFIBias
113004A,gru[nse],camels_aus,pub,0.5104330076627598,0.7750462199266756,0.2494787651709805,0.8302254233428824,-0.22885339397951374,-0.8302254233428824,0.22718627467898408,0.9400351902846401,0.3790728234773862,0.7994321998689029,,,0.6668276848631955,-0.6615084490800897,-0.26461321226391576,3652,37,0.0,0.06,6,0.62,6,0.1221838966823411,0.12833643559290447,0.5990785575308315,0.0,0.6203293266601299,-2.730781092537163,0.3435414441378739,0.1453254911720261,0.36446908354975094,-57.18438522530162,5.296087644155065,0.6161742232030403,0.3960059310708929,77.00756305814768,133.36553697263943,-27.075366078082638,-872.4457880443142,89.0735876500897,-38.825693882966554,-98.8535007589197,-94.8563535540911,-30.457081841855153
116006B,gru[nse],camels_aus,pub,0.5149751839980554,0.8013114210378144,0.26336399574464253,0.8416738116074879,-0.25216865117978743,-0.5069709575933706,0.31208667854000155,0.9943225706435405,0.35535671864522306,0.8108949421473848,,,0.6866767298104222,-0.6325309768781152,-0.28633623703975897,3652,37,0.0,0.12,6,0.17,6,0.44711816450496167,0.4436527407579574,0.442283745385987,0.9338912972739386,0.7420988102203991,-0.7631669283699913,0.3832600554366177,0.5321570519635986,0.44429991912656097,-45.602811879029886,2.2186729438492088,0.5078397284376251,0.49977359982848213,83.2208677021249,137.3353459620845,-41.048566395425276,99.99999999999996,508.38002231244667,-45.09491008683298,-99.99999999597354,-99.9999999975076,-11.902918982853127
116010A,gru[nse],camels_aus,pub,0.5583736197465218,0.7892465126274661,0.26965500803791165,0.7076152739267083,-0.24407035253740383,-0.6952267081839215,0.25730045215289066,0.8260389830844442,0.41292083333633844,0.8148196162235193,,,0.7106140606800151,-0.7041532622530869,-0.23087289288094437,3652,37,0.0,0.07,6,0.06,6,0.10814995144221863,0.1067448841651028,0.4709359336943006,0.1608310306899801,0.7214532783197658,-2.1813382396382863,0.358353651838344,0.3765804545946434,0.38216462081579716,-52.10846848220469,3.180221541489176,0.5277752567904583,0.43008199412533843,80.21595720735863,142.12281213600315,-35.26108044940055,-14.99321690929939,115.99221252834107,-40.75987413260246,-99.99999999922348,-99.999999999495,-18.66623293034915
116011A,gru[nse],camels_aus,pub,0.457051025144682,0.838123572788759,0.14380672192774477,0.9116515665595301,-0.05052409727092177,-0.901320425399149,0.20741659738242144,0.9888705987291452,0.2660037069852385,0.8971280219795866,,,0.676128228335546,-0.6539544461705223,-0.38107254764407705,3652,37,0.0,0.06,6,0.7,6,0.2831491768017998,0.29129456843033474,0.985122501148186,0.12174760359399195,0.6720649652784229,-1.729938502280966,0.46903486092715274,0.5793137094591788,0.5223811791685047,-38.44305168522541,3.6183412984540513,0.5726561225740777,0.482547602306303,77.07594128629492,135.2256456671092,-23.530172238196062,53.08123141739043,140.7589219615627,-34.13448061753378,-99.99999999914058,-99.99999999944231,-20.78476209415746
116012A,gru[nse],camels_aus,pub,0.4687305526425786,0.6485725123916604,0.37793440106954035,0.82757160218856,-0.3688973351379718,-0.3235630456874307,0.4749919870471932,0.9688000614544308,0.4065180529444999,0.7039982819677507,,,0.5532729712842787,-0.4900840474824599,-0.17984195974908174,3652,37,0.0,0.13,6,0.06,6,0.5100994299402847,0.5027565802656112,0.46811429422059064,0.9827864219405503,0.5449710556187145,-0.01717953067039435,0.20596136254130015,0.44650010990498146,0.40420411914145427,-52.819881191572506,5.090197401671633,0.6745583328232522,0.4220333311363561,75.45978175797303,110.65459425685565,-56.935211508606805,-34.79890243714862,45.74774500514358,-63.61510821708429,-99.99999999659521,-99.99999999824334,5.7140504769508285
116013A,gru[nse],camels_aus,pub,0.47957269419601684,0.784823620959874,0.19942252690328663,0.8381800661045374,-0.1736606862011543,-0.8197949453737233,0.21487244344623685,0.8550879747816986,0.314764459675524,0.8492710934525164,,,0.6577551043741742,-0.6314814386730382,-0.3052509267638572,3652,37,0.0,0.1,6,0.2,6,0.3216653967443085,0.3246872928244891,0.6710425205238524,0.2788387104594138,0.7735428970615633,-1.5501123914334274,0.5124911541783708,0.5467268203350406,0.5089049473512426,-39.43757254873813,2.6056539609528557,0.4758750917398773,0.5055601602478235,81.42393188002589,131.55102087483485,-24.67668126996595,52.70352211156565,162.01277712377458,-32.260607081177355,-99.99999999905823,-99.9999999993159,-16.854228670829762
116014A,gru[nse],camels_aus,pub,0.384985495823433,0.5711977876054024,0.24598928180189192,0.3825136612021858,-0.16784066344894105,0.3825136612021858,0.235292694753731,0.40540540540540543,0.28957889671968223,0.5890808349994933,,0.31513802299813654,0.5109589191816902,-0.17667162071046427,-0.1862122917819694,3652,37,0.13499452354874042,0.11,6,0.14,6,0.7767020100262352,0.7834523536742511,0.8087579943076559,0.0,0.7099849527285174,0.5312318079529432,0.7364288397075816,0.7912133112141531,0.66864456587879,-13.28571986594433,1.9078401272343204,0.5385304515730587,0.49582173882058844,578.145442814126,102.19178383633786,-13.48570917826709,99.74941868523815,202.27746570103633,-27.121910273194715,0.0,0.0,-5.355153336178625
116015A,gru[nse],camels_aus,pub,0.45979952387533746,0.732311656844957,0.2306422305018965,0.8181162509705598,-0.17769758965892676,-0.7754426868193652,0.2550186892541399,0.9815250104833484,0.3260188116177709,0.8068395633698432,,,0.6094513714546685,-0.5477280077446004,-0.27251213296961957,3652,37,0.0,0.3,6,0.2,6,0.4885959796898768,0.4924543986599669,0.7654727122260463,0.36590320620981676,0.5861936799306062,-1.624224447625275,0.42874760290899117,0.5838198283827317,0.5173825720425971,-35.90548069321677,4.564246329739175,0.6432777938568948,0.42848288889830854,82.07549590929796,121.89027429093365,-30.839834187094496,-60.28795429257916,162.11353550466168,-42.97245047811949,-99.99999999928671,-99.99999999945689,-11.615548281480214
121001A,gru[nse],camels_aus,pub,0.6352942080726784,0.30960459343388586,0.3289479440451482,0.0273224043715847,-0.18337456173329972,0.0273224043715847,0.22262528364429554,0.02702702702702703,0.6052596194254938,0.03146374829001368,,0.3227833734279761,0.5508927181564685,-0.45144797750726123,0.3256896146387926,3652,37,0.31051478641840086,0.06,6,0.27,6,0.572822983349128,0.5788457931354711,0.8734262356001873,,0.6708719093424995,0.35283176947922257,0.7603693927024644,0.7691921330505198,0.5726697888088558,-13.764725875442268,2.0487871495187298,0.5736968630361338,0.3976692558342414,1320.1528737100687,110.17854363129366,3.753297782343401,-0.0,-13.700847353685184,-5.106988925919722,0.0,0.0,-31.3040717226588
122004A,gru[nse],camels_aus,pub,0.4506960656867258,0.568899610680597,0.30876849670720774,0.5355191256830601,-0.21593505865987628,0.5355191256830601,0.4975697485135897,0.4864864864864865,0.40717332848690924,0.5266757865937073,0.14189533160741327,,0.5287753898661401,0.14473348404274045,-0.1182035449938712,3652,37,0.2319277108433735,0.49,6,0.08,6,0.701783364939128,0.707188295840411,0.8515998726571817,0.0,0.3774389271719514,0.6385386621301397,0.25839467870987076,0.34880453516897525,0.5621638861547114,-23.003021354788192,13.920203402837807,0.7890253942859181,0.24140191927026233,575.1138202590278,105.75507797322791,-58.56696740977787,-10.932362784944038,-5.965400304145071,-71.80669498408272,0.0,0.0,51.270162186770264
126003A,gru[nse],camels_aus,pub,0.5118431035753903,0.5572393725896737,0.28538569099072564,0.24043715846994534,0.024787936802361264,0.24043715846994534,0.34645176495310614,0.3783783783783784,0.3318558020540126,0.3472420333006303,0.04599040589968931,0.23142073009475644,0.6114964232571974,-0.28323248282170144,-0.0453962690142834,3652,37,0.16757940854326397,0.17,6,0.17,6,0.6539148840156129,0.64959189881746,0.8661230359942953,0.0,0.5001051627480448,0.32995525312203844,0.47293295191227624,0.46651997610521656,0.5780168010363322,1.3800795196567803,7.449003392422596,0.7070324159838466,0.22977842494630207,614.3555013592686,122.2992846514395,-34.62196561101169,99.99999999999997,324.62148559950083,-56.30095428291515,0.0,0.0,17.757899349345408
136202D,gru[nse],camels_aus,pub,0.5299962479800469,0.7814601798102162,0.30052757112381595,0.8142076502732241,-0.20398133220670284,0.8142076502732241,0.22718395409003134,0.8108108108108109,0.4482931381498822,0.8387838820713435,0.8453044477212419,,0.6739553544938182,0.12408988605310134,-0.25146393183016935,3652,37,0.16073384446878422,0.13,6,0.16,6,0.7316062797726957,0.7407743625039893,0.9098150803764742,0.0,0.7624209833744638,-0.11560680170622417,0.6203945050695685,0.7232690844146423,0.19878906923146433,-15.814369447566824,1.5491428528952182,0.48742077984584953,0.4598000518357622,2886.038394910047,134.79107089876365,-25.7306370594198,29.939141941939006,-22.588942431108503,-28.712253041546226,0.0,0.0,0.44029665096821075
136203A,gru[nse],camels_aus,pub,0.5639786946503746,0.560712552006419,0.3106412424298396,0.5628415300546448,-0.11526140045521079,0.5628415300546448,0.25873126231750493,0.7027027027027027,0.5265342378605681,0.5458276333789329,0.6988178039455546,,0.5801508318570371,0.1547523152489241,0.0032661426439556385,3652,37,0.5739320920043811,0.07,6,0.58,5,0.38066289150292243,0.3905650324662484,0.9829863889275334,0.0,0.7780406886357788,-0.12897830298140844,0.5902265207091257,0.6889176009582806,0.2419544475764268,-15.119097398959129,1.0024811047783084,0.47112557918693104,0.40086406755118753,716.621563780951,116.03016637140742,-27.573700146563947,-0.0,-0.32016918330132743,-35.26698635647855,0.0,0.0,-3.6934288768925443
136208A,gru[nse],camels_aus,pub,0.5779703940044842,0.6284048332744614,0.2843908849703907,0.6284153005464481,-0.05279455131743831,0.6284153005464481,0.23807997386654886,0.6486486486486487,0.4795881417507504,0.6183310533515732,0.6363789495334622,,0.6368389003402893,0.20791784104990035,-0.05043443926997715,3652,37,0.5276560788608982,0.09,6,0.2,6,0.46299453873330926,0.47317270978033954,0.9955304616361147,0.0,0.7891700964700905,0.003210006655399056,0.6304884615966846,0.7253374319698584,0.27932257867206234,-14.137814163812346,1.0380798657762533,0.45916217563069095,0.44857680245105247,8093.616612119788,127.36778006805791,-26.624071145800382,-0.0,5.012206519669215,-33.763973146759064,0.0,0.0,14.259806072039757
137101A,gru[nse],camels_aus,pub,0.6011270017870491,0.8074079069262524,0.44086234779384,0.73224043715847,-0.3880921149016426,0.73224043715847,0.4797473743029599,0.7297297297297297,0.4544039627866399,0.7510259917920656,0.6469202725754499,,0.7400541748535923,0.21392091398713967,-0.20628090513920327,3652,37,0.20153340635268346,0.15,6,0.2,6,0.7227174006252823,0.7269097664747542,0.5835682962550126,0.0,0.5106469096379453,0.0347157216550148,0.2183817655565996,0.4444185581062591,0.19511813000674127,-47.22771221089774,3.083471425981458,0.6995377690747332,0.30330753808291067,6369.6342216947905,148.01083497071826,-58.03136249970633,43.920046356125084,-47.259738166011644,-62.5509748725314,0.0,0.0,9.849664132612451
137201A,gru[nse],camels_aus,pub,0.5589943321320581,0.6593126568411648,0.37042337015571275,0.5792349726775956,-0.3312679902297678,0.5792349726775956,0.4324676898977719,0.5675675675675675,0.47575495445938076,0.5690834473324213,0.8768070069550409,,0.6468642712032794,0.07258448940982058,-0.10031832470910673,3652,37,0.2634173055859803,0.06,6,0.27,6,0.7100611754478288,0.7158844826405922,0.6299358514050427,0.0,0.5528689668258246,0.3034141920691996,0.22649143464898414,0.4579843058154136,0.24300757460533817,-47.70097115580123,3.0874341232207905,0.6686785723904839,0.3539498811532289,4469.432871627233,129.37285424065593,-55.616629687759925,99.99999999999984,133.80169420685948,-60.46998956370491,0.0,0.0,3.7212818024988192
138004B,gru[nse],camels_aus,pub,0.5065095775704183,0.7242614037505687,0.4212395305980296,0.7103825136612022,-0.38706735951680554,0.7103825136612022,0.4509466102117427,0.7027027027027027,0.3862789822734107,0.6880984952120383,0.9405405344012944,,0.6359989326059494,0.043127540608725375,-0.21775182618015043,3652,37,0.2469879518072289,0.23,6,0.1,6,0.6796983787060964,0.6832443689342358,0.4910267658994142,0.0,0.4515492028131114,0.4163704182237482,0.1930890396328121,0.41816548157749844,0.27072508784779703,-49.3098077563013,3.6881260986424333,0.7405746398486034,0.36529143923140295,2976.8840419921653,127.1997865211899,-55.34480370063025,34.3135336940936,-39.00226677150354,-58.866146740491395,0.0,0.0,-0.2749531332786766
