basin,perturbation,pclass,A_up,A_lo,E5_up,E5_lo,B5_up,B5_lo,E1_up,E1_lo,E20_up,E20_lo,alpha_star_up,alpha_star_lo,delta_bar,beta_bar,Delta_asym,n,m1,zero_frac,cp1_up,ncp_up,cp1_lo,ncp_lo,H_mean_up,H_mean_lo,H5_up,H5_lo,NSE,lnNSE,KGE,KGEp,KGEnp,PBIAS,RMSE,RSR,VE,MAPE,SMAPE,BiasFHV,BiasFLV,BiasFMS,PeakBias,Q95Bias,Q90Bias,BFIBias
212209,P3_base_infl_0.25,P3,0.08906215518287351,0.346292672216506,0.06318074869241716,0.6177842706659467,-0.01040525582562393,0.6177842706659467,0.06057138956635783,0.6887172554531755,0.059065459140196605,0.469027581786647,0.24149320556195095,,0.19030146984666912,0.1705672192228131,-0.2572305170336325,3652,37,0.0,0.66,6,0.06,6,0.44044824413797806,0.45031485899968393,0.9938629094371564,0.0,0.9680749382230643,0.8636779220523589,0.917408868331674,0.8738219958610214,0.914638705005653,6.75018308446659,0.5973605824307368,0.1786758567264633,0.8323802078325051,63.82584285662399,38.06029396933381,-1.655019852488579,43.78137032486139,-20.818751140940975,-5.339867469878922,209.82704279268867,163.9782825376866,-0.9520529213610922
212209,P4_base_depl_0.50,P4,0.15231917408917103,0.3161232876384443,0.062150682026070915,0.32904623867480265,1.8199825298163305e-05,-0.32904623867480265,0.06920191648946104,0.3262701669641394,0.058270706763207364,0.3280244159147382,0.06748034686628313,,0.24969114828318714,-0.23213301315447446,-0.16380411354927324,3652,37,0.0,0.3,6,0.25,6,0.30558295808522634,0.31541541494326425,0.9915747081864481,0.0,0.9468720779355799,0.8447259842935411,0.8537840868692681,0.7777480211771776,0.8946107907567011,-6.81775843688797,0.7706054987907726,0.23049495019288402,0.8111942725795642,38.17020783270459,49.93822965663742,10.31760866645758,-11.902982127970942,30.81836499642416,11.408608121023452,-50.03286849755844,-48.724049233305664,-9.142277316998294
212209,P4_base_depl_0.75,P4,0.08867165638718574,0.1396424709430917,0.0623725605447886,0.14180137937831777,-0.003126526414761109,-0.14085413171907984,0.06600089652958432,0.14858364582203182,0.06018530928110457,0.14444798542068446,0.015876506035302447,,0.11850620111639158,-0.09979277141283037,-0.05097081455590596,3652,37,0.0,0.3,6,0.17,6,0.4179097619165102,0.4278329925417447,0.9937744003456608,0.14879880015488764,0.964370027834808,0.9635728505212389,0.9035498791904575,0.8755569400517931,0.9506540438083035,-2.5871706756317248,0.6310713006566044,0.18875903200957583,0.8545352471243602,20.75693999017969,23.70124022327833,6.62033505956561,-25.5379240612475,10.784263266880025,5.1511577077204,-27.21344492779729,-24.742589431805143,-6.122253291507149
212209,P5_compensating,P5,0.09341187023045339,0.3317969021724488,0.0944222975198041,0.5997035047562327,-0.08397707350752022,0.5997035047562327,0.12150201534756722,0.6908900928510064,0.06771033808305878,0.45135761199145347,0.40808735488222764,,0.18268515667627366,0.15330538110508016,-0.2383850319419954,3652,37,0.0,0.71,6,0.06,6,0.44181051720381476,0.4467591100259595,0.6814223498411401,0.0,0.9351316699471949,0.8754056301024483,0.8220927683706403,0.8220927683706402,0.9374353238772337,9.745199809627785e-15,0.8515046961186317,0.25469261876388394,0.8181497100699275,59.551475355572094,36.537031335254774,-17.70640421890177,43.85885288731261,-19.106100771987844,-21.78292118872439,199.5991053148405,149.62937070203762,-0.6972968209546668
212209,P6_shift_1d,P6,0.12560584752632878,0.08621488321485651,0.18020439032188543,0.08146102940344856,-0.06263638422649431,0.010008960267339828,0.4250616831776261,0.06106131862190123,0.12177643922206108,0.07755462036071195,0.8574491169206668,,0.1011655066436546,0.0017876406550548815,0.039390964311472265,3652,37,0.0,0.06,6,0.43,6,0.9898216008342711,0.9897332285315912,0.9974071186591018,0.9988897194914195,0.44762046228783736,0.9294718895989513,0.7292383779868999,0.729774237697576,0.9635228459191855,0.7346169832010456,2.4847887936134314,0.7432224012448512,0.7091569839460912,21.659211996994156,20.23310132873099,3.636522808439793,-11.419058510654256,-1.6839504444073603,-31.883085463145925,-3.651859917473981,0.817942945241974,-4.432429626700711
212209,P6_shift_3d,P6,0.19150288494784623,0.13603277565478558,0.25549704050002325,0.1338891635850039,-0.1487252604774711,0.07256784214276274,0.5881357448040989,0.09275554866889467,0.1822713722310078,0.12011455271953449,0.7582163638756688,,0.15821150030454847,0.01129531385150682,0.05547010929306065,3652,37,0.0,0.06,6,0.08,6,0.9711409957173542,0.9709751368453878,0.9787443964224101,0.9265662265310958,0.08254071517580441,0.7978601192654057,0.5480454055987267,0.5483267990011442,0.9045009998408686,1.7246365478558818,3.20231528781302,0.957840949648842,0.5702259553212787,43.34259700664611,31.642300060909744,1.7435207265675736,-16.054706254375667,-0.3831449678310747,-60.11960595451104,-1.8680884654764487,0.7262912395002462,-3.7376257444088985
212209,P7_var_compress_0.80,P7,0.12142088496377909,0.46579883909076375,0.09532020678720982,0.7642928973767937,-0.0911508413025274,0.7642928973767937,0.10601566219880722,0.828187781358957,0.08511269352832726,0.6310466808164269,0.46511311452967163,,0.25980487026089216,0.21967509329850277,-0.3443779541269847,3652,37,0.0,0.62,6,0.06,6,0.3338759220868711,0.3364561087735193,0.45813943381133304,0.0,0.9281423529578916,0.7043560291893749,0.7865157018852709,0.7816953711502344,0.8901217520228815,0.6182152808881488,0.8962046330499857,0.2680627669821163,0.7577133930033982,117.36777511664305,51.960974052178464,-17.190089554594998,52.257708851276874,-36.585626576109355,-19.88323875656525,418.19364465374747,317.042912474456,1.4422261513406953
212209,P7_var_compress_0.90,P7,0.08449574870338353,0.33939706181985624,0.06462644292396041,0.6270968489895363,-0.03758774941822596,0.6270968489895363,0.06575151989753103,0.7157904373629652,0.0631685034160686,0.4701102574938587,0.44050631125664447,,0.18092214312903454,0.15132262970682833,-0.2549013131164727,3652,37,0.0,0.71,6,0.06,6,0.49952504663721187,0.5083781084765859,0.8763624649771458,0.0,0.9656447127084821,0.8679957137462905,0.922168638324029,0.9077121503019389,0.9441413884996813,1.6475894969671951,0.6196800018096403,0.18535179333234944,0.839646734529454,61.5536744797174,36.1844286258069,-5.202716598737216,49.17613299979436,-20.107302880870293,-7.199430602978945,217.2409553240304,160.4772608686919,-1.3234233211659174
212209,P8_mult_noise_0.10,P8,0.0404649913264509,0.040659567029765926,0.03830482334024201,0.03909874226364431,-0.0004315107139061352,0.0022187940421248592,0.03401055563176931,0.03621163807372865,0.040265199323316216,0.04126545354708238,0.07066219985797648,0.02193464344477303,0.04079694834707094,0.00017119644835633416,-0.00019457570331502666,3652,37,0.0,0.13,6,0.08,6,0.9958741750839148,0.9959110780630084,0.991177237173764,0.9985803864266355,0.9847316132876428,0.9949343854635483,0.9819459746066974,0.979463786674838,0.9881847664511976,0.2790450369233404,0.41311148031943284,0.12356531354857295,0.919296186402115,8.199297066103451,8.159389669414182,-0.4713690059076827,-10.347076169305225,-0.13642645033606907,-1.5051859732806503,0.8713935467307563,1.0493817653689124,-2.769168047061788
212209,P8_mult_noise_0.30,P8,0.12095815975506198,0.12087080084498521,0.12625997938131245,0.11382792595382167,-0.010508840398417398,-0.014436225595127156,0.12215257153954295,0.10895985879679225,0.12119428858294597,0.1203177080105654,0.13776064235865107,0.11445529935779883,0.12113367092585449,-0.0010321738664548013,8.735891007677354e-05,3652,37,0.0,0.28,6,0.1,6,0.9957203687982172,0.9958064057405446,0.9994716589362174,0.9981658687196202,0.878153719909168,0.9551533059286333,0.8907667039868659,0.919681863461503,0.9442706660290234,3.888670659647216,1.1670160422329965,0.34906486516238205,0.7495519087400888,25.260693458288724,24.22673418517088,11.254967148467918,-50.32720981669519,-2.499897039488963,-1.7901613914991243,-9.392165551551034,-3.4128132610575053,-12.64459389398762
210011,P1_peak_damp_0.70,P1,0.07412909008691568,0.05705800997710637,0.12520703935897545,0.046598222260187644,-0.12280664946951392,0.0038945815144480027,0.1511544180461164,0.0,0.07578054437501887,0.05824786772641878,,0.10850893423649541,0.06262797345788115,-0.008709488098557344,0.01707108010980931,3652,37,0.011226725082146768,0.06,6,0.39,6,0.9559873149792983,0.9480580708904646,0.34440982713953305,0.9831182897825853,0.9242683677825315,0.9895483280897651,0.7318099599166596,0.827155893706192,0.8347385166990162,-15.225739670391297,1.4903003297620083,0.2751938084649952,0.8070190732658686,12.549158850570427,12.525594691576202,-24.808586436824868,0.09395136387834434,0.563241220953513,-24.861354526220794,-0.47690010441254244,-4.335082881803493,4.903486689864061
210011,P1_peak_damp_0.85,P1,0.06520589534704341,0.056741946661710604,0.07653170585023339,0.04680311656940937,-0.05307811225057494,-0.0036374330920621845,0.08065390877907057,0.0,0.06762997671010702,0.05685621574380735,,0.02324063972258593,0.060988434059072436,-0.004386753540354328,0.008463948685332803,3652,37,0.011226725082146768,0.06,6,0.21,6,0.9860979955514684,0.9838452019257589,0.8248115687213147,0.9956300013616055,0.9687250399675816,0.9905768313226624,0.873757767464632,0.9200504282123493,0.923815304307041,-6.912871128207268,0.9577088941060409,0.1768472788380369,0.86210790612767,12.361104229247756,12.19768681181446,-11.571695405158412,0.12491362354042856,1.0609948025086344,-12.321432586485354,-3.7822704821162105,-3.8484968298668,0.03445813012148128
210011,P2_peak_infl_1.15,P2,0.06310239736901413,0.057268715423456185,0.07125893441610795,0.048666891173030684,0.04437140536870498,0.0056540014874354345,0.08178532462434138,0.0,0.06496616709440711,0.05823558176760443,,0.44775084580915053,0.0604708442630358,0.0043233814636536435,0.005833681945557945,3652,37,0.011226725082146768,0.07,6,0.14,6,0.9838991509042379,0.9816899196168919,0.8364796254000257,0.9919639553696757,0.9577421081033367,0.9909345804555357,0.8100323777355143,0.8856303959120886,0.9004086918061076,9.49408575638433,1.1132406414222176,0.20556724422111444,0.8501739552475693,12.455289257042192,12.094168852607128,14.63027874512125,0.06417834523719217,0.16980443999258982,16.088771606388537,-3.5600580375939095,-0.9622860975825458,-6.384245811015252
210011,P2_peak_infl_1.30,P2,0.07195428993912657,0.05670271558991909,0.11171366743110546,0.05002167565110302,0.10262051889049126,-0.005703937541479023,0.13612078066111866,0.0,0.07532315377755269,0.058052596679484376,,0.02686643393937082,0.06217749641293533,0.007798952727923887,0.015251574349207486,3652,37,0.011226725082146768,0.06,6,0.37,6,0.9718129730852105,0.9662951127645912,0.6123015204333964,0.9992297216256775,0.7439445884570546,0.989913121347292,0.4966521185972691,0.7078178662259623,0.7753165367900076,21.573176754548765,2.7403252875530977,0.5060191810029985,0.745115160053395,12.998093396135355,12.435499282587053,36.611721007043684,0.07949550372064511,0.6747058498079117,37.77245026191526,-1.0744181749000907,-3.7732382657835997,-10.53793683802814
210011,P3_base_infl_0.10,P3,0.0692519484701111,0.2775397331436503,0.06320625793955988,0.7482884667711115,0.000489851604655103,0.7482884667711115,0.05927060895060228,1.0,0.06038459389491945,0.35633025293677756,0.014908654612071871,,0.13205624759564427,0.10440439853511489,-0.20828778467353923,3652,37,0.011226725082146768,0.62,6,0.06,6,0.6380058439666062,0.6481190883150124,0.9990884658750578,0.0,0.9733118622238643,0.9536898943125076,0.9440420227291332,0.9635798301333223,0.9537621416621107,3.272267164520056,0.884696429403994,0.16336504453565234,0.8669912880591034,99.97324366852041,26.411249519128845,2.639616359272946,86.55027922865514,-9.907209684864407,3.772717418771818,135.78922745871586,56.61912490647551,-2.0876260709589882
210011,P3_base_infl_0.25,P3,0.08908148729288566,0.39527349977733184,0.059717560218245556,0.8665116614015999,-0.0010399031543620024,0.8665116614015999,0.06467935904118875,1.0,0.05950766543394988,0.5290293111091724,0.01000787470141201,,0.19984675243873498,0.17926281431920146,-0.30619201248444616,3652,37,0.011226725082146768,0.7,6,0.06,6,0.44321807983371075,0.4532146705504021,0.9977870081169673,0.0,0.9801795225895772,0.8630729304062486,0.9495246701788752,0.94309469303338,0.93694915678564,4.713565280917569,0.7624163382862958,0.14078521730076218,0.8495117551474197,249.32026505784054,39.96935048774699,0.4578714920159957,90.56971656549769,-21.884193855899486,0.3726897510253248,358.910199147778,147.2843657054516,1.8308125998896085
210011,P4_base_depl_0.50,P4,0.15331390216761645,0.2980941583191452,0.06266970788938123,0.2540065001845916,0.005698831616187705,-0.2540065001845916,0.05118784734316173,0.0,0.06301057110096421,0.3138658411432753,0.08609375220897104,0.01,0.2473401172672096,-0.22821639425943177,-0.14478025615152876,3652,37,0.011226725082146768,0.3,6,0.06,6,0.3062993247434661,0.3162139307573093,0.9959999116974927,0.0,0.9740353049249059,0.8783490685718504,0.9136143608389785,0.8848718978048079,0.935732759063625,-2.6977613872497517,0.8726231942793542,0.16113564185211837,0.8363263876815858,38.29705519862953,49.46802345344182,4.708503030595153,6.572529875352409,38.25600114340606,5.131836322119798,-50.38379097449005,-51.66542199943774,-11.196796004406984
210011,P4_base_depl_0.75,P4,0.08867382697961075,0.13499852363135553,0.0588160321634382,0.11795336749758073,0.005150735389103759,-0.11776636734763266,0.05901065615373184,0.0,0.06033020346459432,0.14203044220933508,0.20848252125609368,0.01,0.11891143412976048,-0.09970683528888981,-0.04632469665174478,3652,37,0.011226725082146768,0.3,6,0.07,6,0.4200762730443111,0.4300455701251165,0.9985949497660773,0.12288724013167698,0.9831990238804142,0.9703395717437205,0.9744144263946568,0.9619971267225788,0.9618691476648451,-1.409988046868198,0.7019438869849207,0.12961857937651444,0.8669799026631316,21.030374459595382,23.782286825952077,1.5035994382394022,2.904057490850256,16.64831554249481,0.43798413657920804,-24.953214665774293,-29.58798757472767,-6.905644463495516
210011,P5_compensating,P5,0.1852425659550418,0.6337477402036924,0.13188175724221576,0.9600688346809597,-0.12943781399853574,0.9600688346809597,0.15770171664629143,1.0,0.08432819417126013,0.7991030994191122,0.34944034280083214,,0.3839424651593339,0.3493307853211352,-0.4485051742486506,3652,37,0.011226725082146768,0.31,6,0.06,6,0.25773496897219034,0.2577349689721903,0.31135468002904354,0.0,0.9097145323596727,0.3862714543825986,0.7255180195853923,0.7255180195853923,0.8187318739427336,1.6315709899951245e-14,1.6272117249229086,0.300475402720967,0.636980188744303,999.7590404254634,76.78849303186671,-26.617729238398223,94.31429583643921,-60.77337273853095,-27.555134564230606,1404.991351714066,640.5715142792864,22.102317500558133
210011,P6_shift_1d,P6,0.23505999844624495,0.13509039251717156,0.4518689353157011,0.2370615436845302,-0.18013045803815006,0.11390269778507553,0.5435820745060351,0.16216216216216217,0.2963590216776967,0.13417640260151886,0.49034035518687885,,0.1562385109797427,0.015348034364329823,0.09996960592907339,3652,37,0.011226725082146768,0.06,6,0.06,6,0.9301530984513198,0.9314220791793114,0.975203394557113,0.8846157734800546,-0.02088031935753576,0.8541611171990586,0.5221811628999096,0.5257203086967835,0.9357252432275336,2.474976211883471,5.471703486075376,1.0103862228660563,0.26895165868315984,34.59453170229288,31.247702195948523,4.424458026086782,0.14074700518650984,2.8096507429783157,-37.30701998666949,-4.430127428149826,-0.7630836627973884,-4.0293663943991325
210011,P6_shift_3d,P6,0.40958928150886903,0.24950880181558077,0.6846013836214253,0.4348202273475398,-0.5073628206842483,0.2770628128000538,0.8580321299759673,0.35135135135135137,0.5269460541665144,0.24877605585642856,0.5872398133113865,,0.2844642987305517,0.03829986331078835,0.16008047969328826,3652,37,0.011226725082146768,0.06,6,0.06,6,0.8501410934265262,0.8480082766392141,0.7157472855277427,0.7608891811432091,-0.7869311441514557,0.5506321712777467,0.1395113170662291,0.14002375105840847,0.8291355306903553,1.3584330593406813,7.239174544321921,1.3367614387584104,-0.1930515393304082,90.85231350604532,56.89285974611023,2.079368759760282,0.0530383881622358,1.7664172174778876,-91.87907441155623,0.949544606798604,-2.4862927526460687,-3.8821667212047433
210011,P7_var_compress_0.80,P7,0.1548328777644661,0.5856928373104634,0.10435347774518416,0.9531609261524083,-0.09477527792105246,0.9531609261524083,0.12305121575189432,1.0,0.07629696723941037,0.7632269561852464,0.2995181897865225,,0.33720781104937386,0.3125808063689286,-0.4308599595459973,3652,37,0.011226725082146768,0.68,6,0.06,6,0.22557530844961712,0.22905347758532776,0.5134049775735127,0.0,0.9481912603431387,0.5150308660929335,0.8681463734453536,0.8587472445752795,0.8612078646400843,1.107886943219829,1.2326411237143324,0.22761533264888226,0.7172320640847545,860.5459057869067,67.44156220987469,-17.786841757325746,93.55461148439164,-46.574455808509875,-18.769913494168335,1164.7736426925198,519.7411026900693,16.661188241992438
210011,P7_var_compress_0.90,P7,0.10671083243156773,0.4711833988229324,0.06426070034370522,0.9133673736457196,-0.04286562885347639,0.9133673736457196,0.07064947620989304,1.0,0.06390080901792382,0.6361862196047994,0.3000927001563652,,0.24763332712603878,0.22612502999273654,-0.3644725663913647,3652,37,0.011226725082146768,0.69,6,0.06,6,0.3609268367729493,0.36848059089856355,0.8238925488379948,0.0,0.9702121961830071,0.7593293693969401,0.8695106485557297,0.8714867754822072,0.9303079394339628,-0.2270963152796186,0.9346615593460541,0.17259143610559832,0.8212097906805742,460.90347428991237,49.52666542520776,-10.604281839109719,93.72682418264259,-29.82913363102965,-12.395101398937557,595.9657425586727,257.1564182893083,7.131974704560523
210011,P8_mult_noise_0.10,P8,0.04003895220465938,0.03784919051962246,0.04137359749945364,0.030201621123159095,-0.0015955281489315601,0.0010445680167606149,0.038609513034239915,0.0,0.04050983260490265,0.03881080487706472,0.02976608221621347,0.05532281069825159,0.039710809366746584,-0.001766805035022589,0.0021897616850369214,3652,37,0.011226725082146768,0.36,6,0.07,6,0.9941009869857063,0.994105494246554,0.9988845826938502,0.9905523769274517,0.9936369463122475,0.996061791784331,0.9779914788614753,0.9856389236915838,0.984941659858483,0.8952957724442876,0.43198426979737226,0.07976875132376383,0.9236833956298748,8.038988650215183,7.942161873349312,1.6216054575498808,0.08502588796213126,0.37803465960186144,1.2944291357160218,-1.4882107368451467,-1.4883107362271049,-2.0508956164504735
210011,P8_mult_noise_0.30,P8,0.11845523124824163,0.11397840410890069,0.11494899351760136,0.09502537461818637,0.005880538272343467,-0.008997697964134613,0.11609024722046274,0.0,0.11665319339823829,0.11663157654014056,0.5438405109904983,0.06744048513626728,0.11855505228371331,-0.0009848295342132361,0.004476827139340944,3652,37,0.011226725082146768,0.2,6,0.25,6,0.9932397000322801,0.9935634338895132,0.9943862908065917,0.9928657234026474,0.8964234959329244,0.9645458706904568,0.8701488704174206,0.913018729737162,0.9187136512320664,7.079303220603779,1.742873085277165,0.32183303756307496,0.749936183846001,25.031460986695365,23.711010456742756,10.310208012346708,0.37637565105583,3.739799930942443,11.169612840420484,-5.194711600489698,-8.152801939848096,-10.11631703870399
216004,P1_peak_damp_0.70,P1,0.07969381097821542,0.021556192204553345,0.15313120567861171,0.0,-0.1517503612512441,0.0,0.19423406555985162,0.0,0.0889913818351026,0.0,,0.29277012618656695,0.048352494522084094,-0.008108522213383533,0.05813761877366207,3652,37,0.2836801752464403,0.06,6,0.24,6,0.9357913129280115,0.9241760485789009,0.23815871945568,,0.8706802978805714,0.9959142963241692,0.5835624135069244,0.726469139219418,0.7438817597177882,-24.78680597560422,0.47394402567007377,0.35961048666498663,0.7303721147514459,13.253569513370058,9.670498904416837,-32.20870703492086,-0.2093976897437821,0.49289563897649924,-33.279407489057895,0.0,0.0,8.149360331505973
216004,P1_peak_damp_0.85,P1,0.06233528459703309,0.021396215527940517,0.08614040528405859,0.0,-0.07516274311839258,0.0,0.0988974058563658,0.0,0.06443856256199057,0.0,,0.2953946537459364,0.04387159356955568,-0.007121813164000857,0.040939069069092573,3652,37,0.2836801752464403,0.06,6,0.29,6,0.971475270521283,0.9654056426973459,0.6876622021285647,,0.964351685431798,0.9970675316438302,0.8253796431831854,0.884345700235112,0.8827730285861696,-11.306437276080628,0.24883656984880403,0.1888076125801129,0.849730639108584,12.140515717129132,8.774318713911127,-14.13495777861704,-0.21866492024138215,-0.2511940822845754,-15.054656346926267,0.0,0.0,1.9464554979575144
216004,P2_peak_infl_1.15,P2,0.06041333584612172,0.02140703868707446,0.07693523843921514,0.0,0.05995816254758266,0.0,0.059465896407121896,0.0,0.06429096103802596,0.0,,0.2955316067748083,0.043771877847249244,0.00411147268625522,0.03900629715904726,3652,37,0.2836801752464403,0.06,6,0.29,6,0.9760968884048427,0.9708777122358303,0.7260126604466949,,0.9697953759290354,0.9970840494584823,0.8374878148209024,0.8903688541235625,0.8881538448611681,10.892757437533007,0.2290505941961994,0.17379477572978014,0.8546704361236027,12.528465301013764,8.75437556944986,12.878451070699642,-0.02421938594464634,-1.3778840893414304,11.057616866268553,0.0,0.0,-3.8665345844570616
216004,P2_peak_infl_1.30,P2,0.07009275372990587,0.02146868410210152,0.11490239968321665,0.0,0.1060367385050029,0.0,0.12741384786795504,0.0,0.07616896671536535,0.0,,0.9283471087472566,0.04614690014090101,0.006853459831631275,0.04862406962780434,3652,37,0.2836801752464403,0.06,6,0.29,6,0.9551373712426169,0.9492863220275551,0.5252334269132655,,0.8594036170419962,0.9966151123642679,0.5913766374348854,0.7502005823410665,0.7592487103295662,23.75286593390714,0.4941761474184909,0.37496184200262805,0.7385825780440269,13.366064333934672,9.2293800281802,29.728519070549112,0.44713601701436534,0.5821573044027115,30.858318086041233,0.0,0.0,-6.67673131182692
216004,P3_base_infl_0.10,P3,0.11415974754169973,0.6966063471329972,0.053927945315723515,1.0,0.0001550002371147347,1.0,0.04798522347818892,1.0,0.05747772905611565,1.0,0.01840914155782958,,0.35802553105085655,0.33007838566899245,-0.5824465995912974,3652,37,0.2836801752464403,0.47,6,0.25,6,0.5567101120854621,0.5667899911300478,0.999865634837723,0.0,0.9858784287629236,0.9919976421325541,0.9865298118864794,0.9824004857436163,0.9776877157492571,0.5100207672434801,0.15661603177417513,0.11883421745051526,0.8924717369100865,46.47578782875376,71.60510621017131,0.009680502566961019,-92.3776675962145,-15.397521303340914,-1.6812069947115302,56012389230.73073,61160792863.03589,-0.795721334083969
216004,P3_base_infl_0.25,P3,0.1322083506093477,0.7291981141036072,0.06494272824312892,1.0,0.006153752521308614,1.0,0.062221975397979426,1.0,0.06011975177229102,1.0,0.18109313147899672,,0.3916265968922825,0.36923620491270115,-0.5969897634942596,3652,37,0.2836801752464403,0.49,6,0.25,6,0.4517256699478464,0.46184878270540625,0.9994129841694566,0.0,0.9787316276461575,0.9726936723881918,0.9406991034029821,0.9627160786007999,0.9572492724896479,3.279420527224087,0.1922037394353733,0.14583680041005573,0.8711364304208538,103.92705506917474,78.3253193784565,3.73150676719222,-116.21454000844925,-28.509706751574644,4.586876748263587,141597987812.82767,151942061679.9715,-2.149195089069254
216004,P4_base_depl_0.50,P4,0.13870882165236126,0.10514056418006296,0.06461990286020047,0.0,0.003387287310336289,0.0,0.0646481208944036,0.0,0.06347347348564686,0.0,0.30222239857750816,0.01,0.15624300447269515,-0.1369734046207908,0.0335682574722983,3652,37,0.2836801752464403,0.3,6,0.24,6,0.42094506639705387,0.42839456626141775,0.9973018884260982,,0.976348370740362,0.9783162012373646,0.959197711795272,0.9715517695020529,0.969796097433287,1.421644699622861,0.20268669293249825,0.15379086208106788,0.8632593342942525,33.92997610094962,31.24860089453904,3.051267929181177,13.968192231819506,11.79864146235472,2.225158836403071,0.0,0.0,-3.8559299094358046
216004,P4_base_depl_0.75,P4,0.0843930360183949,0.04849172982360122,0.06566955737649728,0.0,-0.003787402994397487,0.0,0.05934383789715747,0.0,0.060499042398554005,0.0,0.11706353680734158,0.01,0.07989624023259005,-0.06173712609223771,0.03590130619479368,3652,37,0.2836801752464403,0.31,6,0.24,6,0.519627628265961,0.5255922837889043,0.9930925813464014,,0.9791726778538835,0.9935134204522192,0.9832799080123505,0.9865602361368222,0.974462977983862,-0.5447064534642615,0.19020039853126344,0.14431674243176543,0.8735054268609086,19.76144293188358,15.97924804651803,0.056889058773669024,5.97513004912409,6.847534207737523,-1.001954985124382,0.0,0.0,-1.3201420792507044
216004,P5_compensating,P5,0.33134966825555456,0.91311390425698,0.14574715154572931,1.0,-0.14397313882798085,1.0,0.18644437938905345,1.0,0.08559835862391847,1.0,0.3198717971231666,,0.6493131685356347,0.6164313237541387,-0.5817642360014255,3652,37,0.2836801752464403,0.06,6,0.5,6,0.25839963374296704,0.25926467588418045,0.2746424020378793,0.0,0.8899061417063142,-0.4663597709314904,0.6850510725600042,0.6850510725600043,0.5482320559763736,-2.3681927313146456e-15,0.43729675169800086,0.3318039455667846,0.5175839591798516,4622.9703812731395,129.86263370712697,-29.561099102997836,-159.67820634856184,-91.04814376081238,-31.46425204303862,6290346178180.625,6797593285299.1,36.49447232321553
216004,P6_shift_1d,P6,0.2722958200522327,0.11886572561197063,0.5302526698888772,0.03278688524590164,-0.17945022204215932,0.03278688524590164,0.5859005844450748,0.02702702702702703,0.2946340189080253,0.06292749658002736,0.32958142568546495,,0.1866795017878929,0.037316705769071694,0.15343009444026207,3652,37,0.2836801752464403,0.06,6,0.28,6,0.9033526939915899,0.9030150496906365,0.9730479488016675,,0.07962592366073418,0.8682004902653155,0.5468194336837227,0.5471155005297156,0.949699322004866,1.5401971844106412,1.264377893964385,0.9593612856162509,0.10880227917346152,77.5443528749422,37.33590035757853,2.3014586059181252,1.8854523445986742,0.13007308979693677,-51.07849402818978,0.0,0.0,-1.504675946468978
216004,P6_shift_3d,P6,0.45839160145781,0.22646368277280227,0.7760725282369265,0.1092896174863388,-0.5250583641338712,0.1092896174863388,0.9024702995491755,0.13513513513513514,0.5074770449566112,0.1436388508891929,0.41081775814505467,,0.32959626159523603,0.07132197475902757,0.23192791868500773,3652,37,0.2836801752464403,0.08,6,0.28,6,0.8449223738316393,0.7890834597600573,0.7952683911482019,,-0.8118206121084832,0.5991534623171475,0.14499804907176017,0.1462682629355535,0.8606035081658482,2.1161607279476558,1.773994640259858,1.34603885980624,-0.4444384719257426,410.57728972971796,65.91925231904725,3.2431132211241662,6.970247145528682,1.9383529618315296,-92.65623886825456,0.0,0.0,-3.1000978208782928
216004,P7_var_compress_0.80,P7,0.3131522495173515,0.8992375414092915,0.10312054800735351,1.0,-0.0964715799690074,1.0,0.11384792282517832,1.0,0.07959590600612614,1.0,0.22974400356329636,,0.6294262279020676,0.6098629344513361,-0.5860852918919399,3652,37,0.2836801752464403,0.29,6,0.47,6,0.1638213986757318,0.1665578397063327,0.48463876843633036,0.0,0.9417932217453926,-0.05742973854063904,0.7957880227904791,0.7958471277413405,0.783004946704686,-0.007433896299681692,0.317966587694162,0.2412608096119372,0.6716041501784775,3017.0471280116494,125.88524558041354,-19.76539291105995,-55.34353537326384,-81.62257069867542,-19.97085544450251,4076775821547.3633,4351678945798.8853,26.721803988120296
216004,P7_var_compress_0.90,P7,0.25644495227159975,0.8683513896194986,0.0691772630995243,1.0,-0.046690054905471554,1.0,0.06507275528748716,1.0,0.06550514871946891,1.0,0.2198356500715787,,0.5735600089179419,0.5586105731028195,-0.6119064373478988,3652,37,0.2836801752464403,0.32,6,0.48,6,0.21806089401249454,0.22732032710252098,0.8440031464929211,0.0,0.9799885592756575,0.3689217746163488,0.9500040480834333,0.9291399695646673,0.8722759436329407,2.5025428234459315,0.18643776316517185,0.14146179952320137,0.8064715668510926,1440.5076181070542,114.7120017835884,-5.809761393942235,-76.30825630935345,-71.59957470142062,-5.458937295767165,2101709218941.8755,2251926815102.8315,12.805432296622493
