model_a,model_b,criterion,n_basins,flip_rate
lstm[logmse],transformer[mae],E5_up,221,0.47058823529411764
lstm[logmse],transformer[mae],E5_lo,221,0.19457013574660634
lstm[logmse],transformer[mae],delta_bar,221,0.20361990950226244
lstm[logmse],transformer[mse],A_up,221,0.24434389140271492
lstm[logmse],transformer[mse],A_lo,221,0.3031674208144796
lstm[logmse],transformer[mse],E5_up,221,0.4660633484162896
lstm[logmse],transformer[mse],E5_lo,221,0.3212669683257919
lstm[logmse],transformer[mse],delta_bar,221,0.2986425339366516
lstm[logmse],transformer[nse],A_up,221,0.22624434389140272
lstm[logmse],transformer[nse],A_lo,221,0.2895927601809955
lstm[logmse],transformer[nse],E5_up,221,0.40271493212669685
lstm[logmse],transformer[nse],E5_lo,221,0.3167420814479638
lstm[logmse],transformer[nse],delta_bar,221,0.27601809954751133
lstm[mae],lstm[mse],A_up,221,0.36199095022624433
lstm[mae],lstm[mse],A_lo,221,0.4434389140271493
lstm[mae],lstm[mse],E5_up,221,0.3257918552036199
lstm[mae],lstm[mse],E5_lo,221,0.4796380090497738
lstm[mae],lstm[mse],delta_bar,221,0.3891402714932127
lstm[mae],lstm[nse],A_up,221,0.3665158371040724
lstm[mae],lstm[nse],A_lo,221,0.4117647058823529
lstm[mae],lstm[nse],E5_up,221,0.35294117647058826
lstm[mae],lstm[nse],E5_lo,221,0.4660633484162896
lstm[mae],lstm[nse],delta_bar,221,0.4253393665158371
lstm[mae],patchtst[nse],A_up,221,0.12217194570135746
lstm[mae],patchtst[nse],A_lo,221,0.21266968325791855
lstm[mae],patchtst[nse],E5_up,221,0.058823529411764705
lstm[mae],patchtst[nse],E5_lo,221,0.37104072398190047
lstm[mae],patchtst[nse],delta_bar,221,0.14027149321266968
lstm[mae],tcn[nse],A_up,221,0.3665158371040724
lstm[mae],tcn[nse],A_lo,221,0.3936651583710407
lstm[mae],tcn[nse],E5_up,221,0.3076923076923077
lstm[mae],tcn[nse],E5_lo,221,0.4253393665158371
lstm[mae],tcn[nse],delta_bar,221,0.38461538461538464
lstm[mae],transformer[delta],A_up,221,0.27601809954751133
lstm[mae],transformer[delta],A_lo,221,0.46153846153846156
lstm[mae],transformer[delta],E5_up,221,0.2850678733031674
lstm[mae],transformer[delta],E5_lo,221,0.5384615384615384
lstm[mae],transformer[delta],delta_bar,221,0.3665158371040724
lstm[mae],transformer[logmse],A_up,221,0.07239819004524888
lstm[mae],transformer[logmse],A_lo,221,0.3574660633484163
lstm[mae],transformer[logmse],E5_up,221,0.049773755656108594
lstm[mae],transformer[logmse],E5_lo,221,0.502262443438914
lstm[mae],transformer[logmse],delta_bar,221,0.17647058823529413
lstm[mae],transformer[mae],A_up,221,0.4298642533936652
lstm[mae],transformer[mae],A_lo,221,0.497737556561086
lstm[mae],transformer[mae],E5_up,221,0.3665158371040724
lstm[mae],transformer[mae],E5_lo,221,0.4660633484162896
lstm[mae],transformer[mae],delta_bar,221,0.4841628959276018
lstm[mae],transformer[mse],A_up,221,0.3393665158371041
lstm[mae],transformer[mse],A_lo,221,0.45248868778280543
lstm[mae],transformer[mse],E5_up,221,0.3257918552036199
lstm[mae],transformer[mse],E5_lo,221,0.5294117647058824
lstm[mae],transformer[mse],delta_bar,221,0.39819004524886875
lstm[mae],transformer[nse],A_up,221,0.4343891402714932
lstm[mae],transformer[nse],A_lo,221,0.48868778280542985
lstm[mae],transformer[nse],E5_up,221,0.39819004524886875
lstm[mae],transformer[nse],E5_lo,221,0.5203619909502263
lstm[mae],transformer[nse],delta_bar,221,0.4660633484162896
lstm[mse],lstm[nse],A_up,221,0.4253393665158371
lstm[mse],lstm[nse],A_lo,221,0.38461538461538464
lstm[mse],lstm[nse],E5_up,221,0.3891402714932127
lstm[mse],lstm[nse],E5_lo,221,0.4072398190045249
lstm[mse],lstm[nse],delta_bar,221,0.38461538461538464
lstm[mse],patchtst[nse],A_up,221,0.1085972850678733
lstm[mse],patchtst[nse],A_lo,221,0.2081447963800905
lstm[mse],patchtst[nse],E5_up,221,0.07239819004524888
lstm[mse],patchtst[nse],E5_lo,221,0.31221719457013575
lstm[mse],patchtst[nse],delta_bar,221,0.13122171945701358
lstm[mse],tcn[nse],A_up,221,0.3574660633484163
lstm[mse],tcn[nse],A_lo,221,0.4298642533936652
lstm[mse],tcn[nse],E5_up,221,0.3167420814479638
lstm[mse],tcn[nse],E5_lo,221,0.47058823529411764
lstm[mse],tcn[nse],delta_bar,221,0.3891402714932127
lstm[mse],transformer[delta],A_up,221,0.36199095022624433
lstm[mse],transformer[delta],A_lo,221,0.5701357466063348
lstm[mse],transformer[delta],E5_up,221,0.31221719457013575
lstm[mse],transformer[delta],E5_lo,221,0.5927601809954751
lstm[mse],transformer[delta],delta_bar,221,0.4796380090497738
lstm[mse],transformer[logmse],A_up,221,0.07239819004524888
lstm[mse],transformer[logmse],A_lo,221,0.3665158371040724
lstm[mse],transformer[logmse],E5_up,221,0.06787330316742081
lstm[mse],transformer[logmse],E5_lo,221,0.5113122171945701
lstm[mse],transformer[logmse],delta_bar,221,0.167420814479638
lstm[mse],transformer[mae],A_up,221,0.4253393665158371
lstm[mse],transformer[mae],A_lo,221,0.45248868778280543
lstm[mse],transformer[mae],E5_up,221,0.38009049773755654
lstm[mse],transformer[mae],E5_lo,221,0.45248868778280543
lstm[mse],transformer[mae],delta_bar,221,0.4434389140271493
lstm[mse],transformer[mse],A_up,221,0.416289592760181
lstm[mse],transformer[mse],A_lo,221,0.5429864253393665
lstm[mse],transformer[mse],E5_up,221,0.3665158371040724
lstm[mse],transformer[mse],E5_lo,221,0.5656108597285068
lstm[mse],transformer[mse],delta_bar,221,0.5248868778280543
lstm[mse],transformer[nse],A_up,221,0.37104072398190047
lstm[mse],transformer[nse],A_lo,221,0.45248868778280543
lstm[mse],transformer[nse],E5_up,221,0.3574660633484163
lstm[mse],transformer[nse],E5_lo,221,0.497737556561086
lstm[mse],transformer[nse],delta_bar,221,0.4343891402714932
lstm[nse],patchtst[nse],A_up,221,0.09049773755656108
lstm[nse],patchtst[nse],A_lo,221,0.248868778280543
lstm[nse],patchtst[nse],E5_up,221,0.07239819004524888
lstm[nse],patchtst[nse],E5_lo,221,0.4434389140271493
lstm[nse],patchtst[nse],delta_bar,221,0.1493212669683258
lstm[nse],tcn[nse],A_up,221,0.35294117647058826
lstm[nse],tcn[nse],A_lo,221,0.46153846153846156
lstm[nse],tcn[nse],E5_up,221,0.33031674208144796
lstm[nse],tcn[nse],E5_lo,221,0.5203619909502263
lstm[nse],tcn[nse],delta_bar,221,0.4072398190045249
lstm[nse],transformer[delta],A_up,221,0.3031674208144796
lstm[nse],transformer[delta],A_lo,221,0.5746606334841629
lstm[nse],transformer[delta],E5_up,221,0.2579185520361991
lstm[nse],transformer[delta],E5_lo,221,0.6153846153846154
lstm[nse],transformer[delta],delta_bar,221,0.4751131221719457
lstm[nse],transformer[logmse],A_up,221,0.07692307692307693
lstm[nse],transformer[logmse],A_lo,221,0.3755656108597285
lstm[nse],transformer[logmse],E5_up,221,0.05429864253393665
lstm[nse],transformer[logmse],E5_lo,221,0.5203619909502263
lstm[nse],transformer[logmse],delta_bar,221,0.17647058823529413
lstm[nse],transformer[mae],A_up,221,0.3755656108597285
lstm[nse],transformer[mae],A_lo,221,0.4117647058823529
lstm[nse],transformer[mae],E5_up,221,0.3891402714932127
lstm[nse],transformer[mae],E5_lo,221,0.45701357466063347
lstm[nse],transformer[mae],delta_bar,221,0.39819004524886875
lstm[nse],transformer[mse],A_up,221,0.3031674208144796
lstm[nse],transformer[mse],A_lo,221,0.4479638009049774
lstm[nse],transformer[mse],E5_up,221,0.334841628959276
lstm[nse],transformer[mse],E5_lo,221,0.5203619909502263
lstm[nse],transformer[mse],delta_bar,221,0.3936651583710407
lstm[nse],transformer[nse],A_up,221,0.334841628959276
lstm[nse],transformer[nse],A_lo,221,0.4253393665158371
lstm[nse],transformer[nse],E5_up,221,0.43891402714932126
lstm[nse],transformer[nse],E5_lo,221,0.48868778280542985
lstm[nse],transformer[nse],delta_bar,221,0.39819004524886875
patchtst[nse],tcn[nse],A_up,221,0.1085972850678733
patchtst[nse],tcn[nse],A_lo,221,0.2895927601809955
patchtst[nse],tcn[nse],E5_up,221,0.05429864253393665
patchtst[nse],tcn[nse],E5_lo,221,0.4253393665158371
patchtst[nse],tcn[nse],delta_bar,221,0.19457013574660634
patchtst[nse],transformer[delta],A_up,221,0.13122171945701358
patchtst[nse],transformer[delta],A_lo,221,0.13122171945701358
patchtst[nse],transformer[delta],E5_up,221,0.08597285067873303
patchtst[nse],transformer[delta],E5_lo,221,0.14027149321266968
patchtst[nse],transformer[delta],delta_bar,221,0.15384615384615385
patchtst[nse],transformer[logmse],A_up,221,0.06334841628959276
patchtst[nse],transformer[logmse],A_lo,221,0.3891402714932127
patchtst[nse],transformer[logmse],E5_up,221,0.06334841628959276
patchtst[nse],transformer[logmse],E5_lo,221,0.5203619909502263
patchtst[nse],transformer[logmse],delta_bar,221,0.2171945701357466
patchtst[nse],transformer[mae],A_up,221,0.09954751131221719
patchtst[nse],transformer[mae],A_lo,221,0.12669683257918551
patchtst[nse],transformer[mae],E5_up,221,0.049773755656108594
patchtst[nse],transformer[mae],E5_lo,221,0.21266968325791855
patchtst[nse],transformer[mae],delta_bar,221,0.11764705882352941
patchtst[nse],transformer[mse],A_up,221,0.10407239819004525
patchtst[nse],transformer[mse],A_lo,221,0.167420814479638
patchtst[nse],transformer[mse],E5_up,221,0.049773755656108594
patchtst[nse],transformer[mse],E5_lo,221,0.20361990950226244
patchtst[nse],transformer[mse],delta_bar,221,0.13574660633484162
patchtst[nse],transformer[nse],A_up,221,0.09502262443438914
patchtst[nse],transformer[nse],A_lo,221,0.19457013574660634
patchtst[nse],transformer[nse],E5_up,221,0.05429864253393665
patchtst[nse],transformer[nse],E5_lo,221,0.25339366515837103
patchtst[nse],transformer[nse],delta_bar,221,0.14479638009049775
tcn[nse],transformer[delta],A_up,221,0.40271493212669685
tcn[nse],transformer[delta],A_lo,221,0.579185520361991
tcn[nse],transformer[delta],E5_up,221,0.29411764705882354
tcn[nse],transformer[delta],E5_lo,221,0.6153846153846154
tcn[nse],transformer[delta],delta_bar,221,0.5429864253393665
tcn[nse],transformer[logmse],A_up,221,0.06787330316742081
tcn[nse],transformer[logmse],A_lo,221,0.38461538461538464
tcn[nse],transformer[logmse],E5_up,221,0.03167420814479638
tcn[nse],transformer[logmse],E5_lo,221,0.5339366515837104
tcn[nse],transformer[logmse],delta_bar,221,0.19457013574660634
tcn[nse],transformer[mae],A_up,221,0.4072398190045249
tcn[nse],transformer[mae],A_lo,221,0.4072398190045249
tcn[nse],transformer[mae],E5_up,221,0.3076923076923077
tcn[nse],transformer[mae],E5_lo,221,0.40271493212669685
tcn[nse],transformer[mae],delta_bar,221,0.40271493212669685
tcn[nse],transformer[mse],A_up,221,0.34841628959276016
tcn[nse],transformer[mse],A_lo,221,0.502262443438914
tcn[nse],transformer[mse],E5_up,221,0.36199095022624433
tcn[nse],transformer[mse],E5_lo,221,0.4479638009049774
tcn[nse],transformer[mse],delta_bar,221,0.46153846153846156
tcn[nse],transformer[nse],A_up,221,0.4072398190045249
tcn[nse],transformer[nse],A_lo,221,0.4298642533936652
tcn[nse],transformer[nse],E5_up,221,0.31221719457013575
tcn[nse],transformer[nse],E5_lo,221,0.43891402714932126
tcn[nse],transformer[nse],delta_bar,221,0.42081447963800905
transformer[delta],transformer[logmse],A_up,221,0.058823529411764705
transformer[delta],transformer[logmse],A_lo,221,0.12669683257918551
transformer[delta],transformer[logmse],E5_up,221,0.05429864253393665
transformer[delta],transformer[logmse],E5_lo,221,0.4841628959276018
transformer[delta],transformer[logmse],delta_bar,221,0.06787330316742081
transformer[delta],transformer[mae],A_up,221,0.31221719457013575
transformer[delta],transformer[mae],A_lo,221,0.46153846153846156
transformer[delta],transformer[mae],E5_up,221,0.28054298642533937
transformer[delta],transformer[mae],E5_lo,221,0.5294117647058824
transformer[delta],transformer[mae],delta_bar,221,0.38461538461538464
transformer[delta],transformer[mse],A_up,221,0.4253393665158371
transformer[delta],transformer[mse],A_lo,221,0.583710407239819
transformer[delta],transformer[mse],E5_up,221,0.37104072398190047
transformer[delta],transformer[mse],E5_lo,221,0.5927601809954751
transformer[delta],transformer[mse],delta_bar,221,0.5158371040723982
transformer[delta],transformer[nse],A_up,221,0.37104072398190047
transformer[delta],transformer[nse],A_lo,221,0.5384615384615384
transformer[delta],transformer[nse],E5_up,221,0.26244343891402716
transformer[delta],transformer[nse],E5_lo,221,0.583710407239819
transformer[delta],transformer[nse],delta_bar,221,0.4796380090497738
transformer[logmse],transformer[mae],A_up,221,0.05429864253393665
transformer[logmse],transformer[mae],A_lo,221,0.2850678733031674
transformer[logmse],transformer[mae],E5_up,221,0.04524886877828054
transformer[logmse],transformer[mae],E5_lo,221,0.4841628959276018
transformer[logmse],transformer[mae],delta_bar,221,0.1085972850678733
transformer[logmse],transformer[mse],A_up,221,0.06787330316742081
transformer[logmse],transformer[mse],A_lo,221,0.3167420814479638
transformer[logmse],transformer[mse],E5_up,221,0.058823529411764705
transformer[logmse],transformer[mse],E5_lo,221,0.49321266968325794
transformer[logmse],transformer[mse],delta_bar,221,0.14027149321266968
transformer[logmse],transformer[nse],A_up,221,0.05429864253393665
transformer[logmse],transformer[nse],A_lo,221,0.3076923076923077
transformer[logmse],transformer[nse],E5_up,221,0.03619909502262444
transformer[logmse],transformer[nse],E5_lo,221,0.5113122171945701
transformer[logmse],transformer[nse],delta_bar,221,0.14027149321266968
transformer[mae],transformer[mse],A_up,221,0.3665158371040724
transformer[mae],transformer[mse],A_lo,221,0.4434389140271493
transformer[mae],transformer[mse],E5_up,221,0.33031674208144796
transformer[mae],transformer[mse],E5_lo,221,0.4253393665158371
transformer[mae],transformer[mse],delta_bar,221,0.40271493212669685
transformer[mae],transformer[nse],A_up,221,0.4072398190045249
transformer[mae],transformer[nse],A_lo,221,0.43891402714932126
transformer[mae],transformer[nse],E5_up,221,0.38461538461538464
transformer[mae],transformer[nse],E5_lo,221,0.43891402714932126
transformer[mae],transformer[nse],delta_bar,221,0.4343891402714932
transformer[mse],transformer[nse],A_up,221,0.40271493212669685
transformer[mse],transformer[nse],A_lo,221,0.45248868778280543
transformer[mse],transformer[nse],E5_up,221,0.31221719457013575
transformer[mse],transformer[nse],E5_lo,221,0.4479638009049774
transformer[mse],transformer[nse],delta_bar,221,0.4841628959276018
