basin,model,dataset,regime,A_up,A_lo,E5_up,E5_lo,B5_up,B5_lo,E1_up,E1_lo,E20_up,E20_lo,alpha_star_up,alpha_star_lo,delta_bar,beta_bar,Delta_asym,n,m1,zero_frac,cp1_up,ncp_up,cp1_lo,ncp_lo,H_mean_up,H_mean_lo,H5_up,H5_lo,NSE,lnNSE,KGE,KGEp,KGEnp,PBIAS,RMSE,RSR,VE,MAPE,SMAPE,BiasFHV,BiasFLV,BiasFMS,PeakBias,Q95Bias,Q90Bias,BFIBias
113004A,gr4j[kge],camels_aus,temporal,0.19889964697948065,0.21071810943304928,0.1527805568638868,0.142796260668634,-0.11690728794934184,-0.04534519813995336,0.1773160119736825,0.06608635539684393,0.15997277028730267,0.18136100539431957,,,0.22078319717305012,-0.15992588674782623,-0.011818462453568629,3652,37,0.0,0.16,6,0.08,6,0.6882425938056745,0.6857545819658438,0.7952074179633811,0.9757014206028078,0.8288573669751249,0.6930775866008441,0.7245459018752909,0.7831177998536869,0.7722235909161397,-20.055556838002314,3.555746102009184,0.41369388806806784,0.6703332885072067,38.78097967387249,44.15663943461008,-18.439981112689527,19.470363917298613,26.686937418879214,-26.157548566422157,-24.91174929285653,-24.364561373550085,1.651983190694382
116006B,gr4j[kge],camels_aus,temporal,0.27010807628693617,0.2830093042428418,0.1861006917580152,0.46421195630155676,-0.09161150401542892,0.46421195630155676,0.2363381349223251,0.6404011023694559,0.22363548246034273,0.22789860875182083,,0.4608598708068783,0.2786620211712299,-0.10933617027478151,-0.012901227955905648,3652,37,0.0,0.12,6,0.06,6,0.7050384582256374,0.7145418349253475,0.9752510266157112,0.0,0.843683645577245,0.7619105839732199,0.8181708204288973,0.8578031083859163,0.8204149914899757,-11.72608347920854,1.7273041801926752,0.3953686310555695,0.6204921564916471,57.70938196822214,55.73240423424608,-10.372214859756344,78.48409354732556,15.404454169444508,-20.71415354838956,80.76880525551154,25.810268736113237,5.397586823334202
116010A,gr4j[kge],camels_aus,temporal,0.38894648887571975,0.4515776880299449,0.2250424234944005,0.22395502663217853,-0.16642654755727654,-0.2096892231238837,0.1887043368268856,0.058874179106291204,0.28153364966554384,0.4277384639146775,,,0.46410400415070174,-0.4314978500886352,-0.06263119915422516,3652,37,0.0,0.14,6,0.06,6,0.38175520907764116,0.3808694719584505,0.7644326410599189,0.32179545150922817,0.8153101513923612,0.0855549710395378,0.654893238721187,0.5309777365224702,0.6317585571070278,-31.94241264220565,2.589583140821327,0.42975556844285195,0.5486108618712939,63.719228050447896,92.82080083014066,-11.463175823681912,61.47909634176933,44.15792522671822,-17.03547443776571,-60.67374392199694,-68.99936369638257,-11.672646782637726
116011A,gr4j[kge],camels_aus,temporal,0.29996999498933813,0.36174411861903455,0.1535612631858582,0.14967386967715973,0.08367972257016641,-0.0041171547636647925,0.16453700874177432,0.2594194909643333,0.19374123371405458,0.29863910870452387,0.013763236064822326,0.049041390144107765,0.3732736811549972,-0.2992004832300288,-0.06177412362969642,3652,37,0.0,0.17,6,0.06,6,0.5472968046188202,0.548599974907497,0.887208745495413,0.745354750277713,0.6854889737145344,0.3981307095340765,0.8294604360423056,0.8203390168968283,0.7918116857596563,-6.254111094597427,3.543509172329731,0.560812826427379,0.5178116464645168,57.41096214867818,74.6547362309996,7.632106563906254,79.92157786775333,56.70243060895377,-10.369186498319335,-36.17381645273403,-53.06227868703831,-10.561055933829707
116012A,gr4j[kge],camels_aus,temporal,0.4503933916789293,0.46575412285640855,0.3198262773779421,0.28407130258045543,-0.2587888321846652,-0.02225552971505502,0.25504524446610727,0.408125794842621,0.3950755357819512,0.4232735737543811,,0.04582351129393374,0.49112908284208817,-0.42013756428613214,-0.01536073117747927,3652,37,0.0,0.09,6,0.06,6,0.5222171898974577,0.5193989237770603,0.6865703542526084,0.8630445269982638,0.7607628389653329,0.2959561510281551,0.5730249897365269,0.6488113147347387,0.6222205477586886,-32.02333999613527,3.690875832885762,0.4891187596429594,0.4763609173627821,74.03545274157446,98.22581656841781,-23.709642123400236,63.68349351898869,48.449331849111914,-33.2440563723124,-57.36891832518645,-69.14189710756386,-15.690757348211385
116013A,gr4j[kge],camels_aus,temporal,0.2692378311940458,0.23735388439868021,0.16384668213423245,0.16656358551621117,-0.0907189541223493,0.15538783608915357,0.2084920616309192,0.33885721355327847,0.2344920922803111,0.16375902537810821,,0.14276702425568885,0.2742602306069676,-0.16495447667515795,0.0318839467953656,3652,37,0.0,0.06,6,0.11,6,0.6569994787658812,0.665920608503229,0.9597043478108975,0.6322632556251826,0.7819412715951886,0.6521779635851708,0.7577454323898611,0.8228787914372834,0.8057417510446117,-11.74037315243753,2.556880920433818,0.4669675881737526,0.5743688737103739,55.913384376740794,54.852046121393506,-18.272319211405296,70.1835290697427,30.664314631820147,-26.174595556142965,-10.953794942366708,-27.407113590695264,9.515583731623838
116014A,gr4j[kge],camels_aus,temporal,0.2821413124698762,0.6532252475563632,0.2137808070771349,1.0,-0.1179252384364014,1.0,0.2051682141320957,1.0,0.22707312300661364,0.9556177419436136,0.8141909895233489,,0.42593592667286606,0.18149136890972506,-0.371083935086487,3652,37,0.13499452354874042,0.6,6,0.15,6,0.6579761848273888,0.667194949690858,0.8401116283759829,0.0,0.691908520167073,0.7597626089477761,0.8452409191204635,0.8458098215334775,0.849340704005738,2.768572426978797,1.9663985999245646,0.5550598885101742,0.5035971704067181,642.2144837111845,85.18718533457327,3.057632559171318,86.77308474396037,4.05259641160372,-6.202358264350209,1414793110204.823,1641915180270.6128,8.016083066698192
116015A,gr4j[kge],camels_aus,temporal,0.22482197216761035,0.24001022098312316,0.1840249932040933,0.270846555634103,-0.09275013183194163,0.1813152336015179,0.24827166974462933,0.44272202434000363,0.18690215671464505,0.1880956033060475,,0.18513699208709083,0.242161121735316,-0.09384312302203386,-0.015188248815512811,3652,37,0.0,0.33,6,0.29,6,0.7857689606668028,0.7870518132301548,0.92807235306039,0.9498968966806958,0.6746067801794507,0.6362325153288877,0.6584260983109849,0.7165175282963421,0.7777400277569416,-9.403651193136264,4.04738731710337,0.5704324848924273,0.5580412336356377,59.57842974089432,48.432224347063126,-20.360164967117342,59.59535896030944,49.45201698561532,-31.25977211490738,-18.19148690912448,-16.957903293307705,2.1136599253326045
121001A,gr4j[kge],camels_aus,temporal,0.448005553533915,0.8776877976299295,0.3858471505821851,1.0,-0.34672239319241155,1.0,0.3932980424650881,1.0,0.3899085947450243,1.0,0.5288807751603865,,0.6505455959805883,0.4547366651712493,-0.4296822440960145,3652,37,0.31051478641840086,0.1,6,0.43,6,0.40038855141527824,0.40534824213589665,0.619094079715508,0.0,0.5608930806108237,0.42905275590568936,0.39980964621151915,0.5621335410801148,0.537978310340048,-31.204229950456767,2.3664618461022484,0.6626514312888611,0.348984688409816,4588.325253162288,130.10911919611746,-43.5531503925434,-5.661424926025379e+16,-83.40646733435064,-52.110261339249135,1638985828004.9602,1878473353464.9597,34.32421699830219
122004A,gr4j[kge],camels_aus,temporal,0.5622930491474033,0.8237924849007727,0.32631663860281174,1.0,-0.12433296642694858,1.0,0.17692939253780623,1.0,0.5291431652061518,1.0,,0.7843293725784932,0.6855573085590293,-0.07770798959083682,-0.2614994357533694,3652,37,0.2319277108433735,0.06,6,0.25,6,0.45487764548729887,0.4639422263855398,0.9745474589131738,0.0,0.7881978065981803,0.5583899371278567,0.7738093998150977,0.8139256452299382,0.7387276625629982,-5.837762465270935,8.119323172405696,0.4602197229604786,0.3812278189619548,314.3980952773676,137.11146171180602,-11.1173311420659,32.709856019045375,-14.331886800131869,-23.835277972377643,156099048575.92215,220453695407.2486,-33.24620562708575
126003A,gr4j[kge],camels_aus,temporal,0.5112564600644826,0.7689909068621833,0.30313000510710797,1.0,0.03706062660385787,1.0,0.2332015683888655,1.0,0.4736581134905647,0.9523953048665926,0.03668667894505341,0.7659213132457646,0.6285235934067982,-0.05948213352452499,-0.25773444679770074,3652,37,0.16757940854326397,0.07,6,0.18,6,0.5799643910424981,0.5899285029634783,0.989943359164435,0.0,0.6608646450762128,0.47678276891658977,0.7484659970854555,0.7091501328384728,0.6394922293386607,7.455348363009832,6.135435283492494,0.5823532904721902,0.2689654585996596,1022.1307233174182,125.70471868135972,-2.8137437138325723,58.93993108404734,-3.358264312017285,-30.03897940451613,344753692155.8742,526414599295.04877,-24.039064509396724
136202D,gr4j[kge],camels_aus,temporal,0.4622477210664241,0.7844739488804556,0.3260582551673532,1.0,-0.1804695194586295,1.0,0.22174925791283914,1.0,0.42768175252623336,0.9725705307582865,0.7696560109272027,,0.6016760014337545,0.2178648520714254,-0.32222622781403154,3652,37,0.16073384446878422,0.13,6,0.18,6,0.6559545761279406,0.6653298110532511,0.8795181310121929,0.0,0.8841939662939885,0.28692551162026236,0.8023992103019193,0.8640716680699019,0.4344590211679732,12.873039652847407,1.0815659906259152,0.3403028558593234,0.5116207535326941,1462.9932093771113,120.3352002867509,12.81400249163939,59.128555732120965,-11.887852278476558,11.113073092744765,139352474592.3409,200550728798.47986,-9.846645472772027
136203A,gr4j[kge],camels_aus,temporal,0.5365523559559884,0.9453734129599468,0.3161706708123791,1.0,-0.1731186092324056,1.0,0.2666544054585709,1.0,0.39866571502744647,1.0,0.43106680806137815,,0.763344101697624,0.568794231067175,-0.40882105700395843,3652,37,0.5739320920043811,0.08,6,0.55,6,0.326928078578651,0.3350408598232424,0.8974900447485327,0.0,0.8065954560834714,0.1285690210508561,0.7824153473205043,0.8282886932318618,0.489229700233458,-6.642064707887759,0.9357780160142555,0.43977783472627247,0.44316924157231896,820.569718861865,152.6688203395248,-13.930190097071478,-1.3111725160377651e+17,-78.86603079976979,-16.94222938047524,165884417675.97134,233233654572.94882,2.224869753448303
136208A,gr4j[kge],camels_aus,temporal,0.6013390511689011,0.9507068435767185,0.3631830687151369,1.0,-0.19355021575530104,1.0,0.2763567854782807,1.0,0.499986146461443,1.0,0.43273780066791556,,0.7975909871212289,0.5619661252726114,-0.34936779240781746,3652,37,0.5276560788608982,0.06,6,0.54,6,0.31494617048975143,0.3228820827898685,0.8668665372335237,0.0,0.18471865442517166,0.11819704993754243,0.33591594864612073,0.5757904212039794,0.3350260776654337,19.958405060040548,2.041354406823595,0.9029293137199769,0.3012189556511353,8907.399039141004,159.51819742424584,14.627472546348304,-1.6061792139344e+17,-73.66102090344386,11.776334176341814,57349478276.73942,88669048693.95033,-14.556730099059163
137101A,gr4j[kge],camels_aus,temporal,0.4630521053953489,0.8099676316270855,0.403310622581056,1.0,-0.31804862000677764,1.0,0.2351683133323397,1.0,0.43166023575229456,1.0,0.6364045466404711,,0.6124167028091815,0.32515854050081966,-0.3469155262317366,3652,37,0.20153340635268346,0.15,6,0.22,6,0.5264214104149944,0.5345790804648024,0.6779426723258747,0.0,0.9031943222415681,0.6306103911240555,0.8557348940198231,0.752042846548113,0.6394452448713726,-11.254281817995967,1.371447488604722,0.3111361080916708,0.5611737567763309,3671.726257629767,122.4833405618362,-9.999021917181736,23.167185882399835,-39.33619254581706,-10.555502692454885,70796343183.46828,112778481342.88206,-13.686466971393374
137201A,gr4j[kge],camels_aus,temporal,0.609893708949592,0.8361543898689521,0.5085450067506775,1.0,-0.3492937805828104,1.0,0.26176477413005145,1.0,0.613686956921591,1.0,0.9329238622065217,,0.7005899749019819,0.06696397652535048,-0.22626068091936002,3652,37,0.2634173055859803,0.06,6,0.28,6,0.5181563439701895,0.5268072628565827,0.7524468583709256,0.0,0.7567311870680407,0.5374030527780413,0.8764651396319777,0.8685953575615076,0.587471579439981,-2.2451678210220383,2.2773171253434086,0.4932228836256073,0.34142518590787774,3372.8751668332334,140.11799498039645,5.055868235248194,-156.50463060088111,-34.19887575239084,-10.828604159376548,19521649231.977036,30415109918.544514,-27.448662175419155
138004B,gr4j[kge],camels_aus,temporal,0.5065720837002683,0.8303600172671118,0.35606579517624865,1.0,-0.20581386591823167,1.0,0.19169293733439066,1.0,0.45983542365008473,1.0,0.8348589393716925,,0.6546892948415536,0.16500929505737288,-0.32378793356684354,3652,37,0.2469879518072289,0.11,6,0.28,6,0.5862418886740564,0.5942865327079683,0.8324259963740038,0.0,0.9114832154888413,0.6196691798375058,0.827907261069094,0.8418837287569721,0.6081552999374396,-14.009181459372611,1.4816640199557454,0.2975177045339634,0.5398906742889467,1911.3618670702144,130.9378589683108,-13.365307302817028,-59.24588993627602,-41.10932029599724,-15.576063740298908,74670709906.67242,117814460305.48674,-20.622359205106076
