basin,run,branch,L,L_mode,alpha,pointwise_width,simultaneous_width,maxt_c
406208,aus_lstm_nse_s0,lo,15,fixed,0.05,0.06557377049180324,0.10267159812577997,2.898506210323445
406208,aus_lstm_nse_s0,lo,15,fixed,0.2,0.04244186046511622,0.06446944451109782,2.898506210323445
406208,aus_lstm_nse_s0,lo,15,fixed,1.0,0.09911926027682993,0.14515515239718413,2.898506210323445
406208,aus_lstm_nse_s0,up,30,fixed,0.01,0.15188944686717057,0.20855164388759895,2.6539551596098696
406208,aus_lstm_nse_s0,up,30,fixed,0.05,0.14297334119462488,0.18773378110041034,2.6539551596098696
406208,aus_lstm_nse_s0,up,30,fixed,0.2,0.12617554820338484,0.17512084709597847,2.6539551596098696
406208,aus_lstm_nse_s0,up,30,fixed,1.0,0.12921669837613892,0.17695737277287193,2.6539551596098696
406208,aus_lstm_nse_s0,lo,30,fixed,0.01,0.1351351351351351,0.21962162162163523,2.8665102777829343
406208,aus_lstm_nse_s0,lo,30,fixed,0.05,0.07650273224043713,0.11068164666681612,2.8665102777829343
406208,aus_lstm_nse_s0,lo,30,fixed,0.2,0.04787961696306431,0.07016659728059782,2.8665102777829343
406208,aus_lstm_nse_s0,lo,30,fixed,1.0,0.12921669837613736,0.19112987871937626,2.8665102777829343
406208,aus_lstm_nse_s0,up,60,fixed,0.01,0.16692365940703963,0.2209675440964518,2.6420972557442446
406208,aus_lstm_nse_s0,up,60,fixed,0.05,0.15485212392648245,0.21343601796261125,2.6420972557442446
406208,aus_lstm_nse_s0,up,60,fixed,0.2,0.15331229279725336,0.20920363249698282,2.6420972557442446
406208,aus_lstm_nse_s0,up,60,fixed,1.0,0.15623364915264804,0.2139473372459293,2.6420972557442446
406208,aus_lstm_nse_s0,lo,60,fixed,0.01,0.1351351351351351,0.21864864864865952,2.8383518914970294
406208,aus_lstm_nse_s0,lo,60,fixed,0.05,0.07117486338797796,0.10664162736574179,2.8383518914970294
406208,aus_lstm_nse_s0,lo,60,fixed,0.2,0.046511627906976716,0.06860278712766799,2.8383518914970294
406208,aus_lstm_nse_s0,lo,60,fixed,1.0,0.15623364915264804,0.2298393172440858,2.8383518914970294
406208,aus_lstm_nse_s0,up,90,fixed,0.01,0.16905825613870323,0.22591038341234077,2.656744729637643
406208,aus_lstm_nse_s0,up,90,fixed,0.05,0.16143134336247006,0.22160203002474807,2.656744729637643
406208,aus_lstm_nse_s0,up,90,fixed,0.2,0.18118915585955608,0.22975754183562824,2.656744729637643
406208,aus_lstm_nse_s0,up,90,fixed,1.0,0.1751732934391046,0.23330286054696114,2.656744729637643
406208,aus_lstm_nse_s0,lo,90,fixed,0.01,0.1351351351351351,0.22506161296513838,2.9512005229038247
406208,aus_lstm_nse_s0,lo,90,fixed,0.05,0.07103825136612019,0.11052971847443271,2.9512005229038247
406208,aus_lstm_nse_s0,lo,90,fixed,0.2,0.04787961696306431,0.07243376034878546,2.9512005229038247
406208,aus_lstm_nse_s0,lo,90,fixed,1.0,0.1751732934391026,0.25916058715022006,2.9512005229038247
406208,aus_lstm_nse_s0,up,30,adaptive,0.01,0.15188944686717057,0.20855164388759895,2.6539551596098696
406208,aus_lstm_nse_s0,up,30,adaptive,0.05,0.14297334119462488,0.18773378110041034,2.6539551596098696
406208,aus_lstm_nse_s0,up,30,adaptive,0.2,0.12617554820338484,0.17512084709597847,2.6539551596098696
406208,aus_lstm_nse_s0,up,30,adaptive,1.0,0.12921669837613892,0.17695737277287193,2.6539551596098696
406208,aus_lstm_nse_s0,lo,30,adaptive,0.01,0.1351351351351351,0.21962162162163523,2.8665102777829343
406208,aus_lstm_nse_s0,lo,30,adaptive,0.05,0.07650273224043713,0.11068164666681612,2.8665102777829343
406208,aus_lstm_nse_s0,lo,30,adaptive,0.2,0.04787961696306431,0.07016659728059782,2.8665102777829343
406208,aus_lstm_nse_s0,lo,30,adaptive,1.0,0.12921669837613736,0.19112987871937626,2.8665102777829343
401217,aus_lstm_nse_s0,up,15,fixed,0.01,0.09999731338731248,0.14302796174592503,2.722023587170489
401217,aus_lstm_nse_s0,up,15,fixed,0.05,0.07799737701495713,0.11263262042483607,2.722023587170489
401217,aus_lstm_nse_s0,up,15,fixed,0.2,0.03467459537357302,0.049502661874683704,2.722023587170489
401217,aus_lstm_nse_s0,up,15,fixed,1.0,0.033824681075874,0.0480048389445058,2.722023587170489
401217,aus_lstm_nse_s0,lo,15,fixed,0.01,0.15586755989378748,0.20338844862866368,2.510797664603878
401217,aus_lstm_nse_s0,lo,15,fixed,0.05,0.21509467993036313,0.29104134746151356,2.510797664603878
401217,aus_lstm_nse_s0,lo,15,fixed,0.2,0.1344684069188002,0.17704771095770477,2.510797664603878
401217,aus_lstm_nse_s0,lo,15,fixed,1.0,0.03382468107587429,0.04427971825065645,2.510797664603878
401217,aus_lstm_nse_s0,up,30,fixed,0.01,0.09959327040294207,0.1431031973418031,2.7470250680680133
401217,aus_lstm_nse_s0,up,30,fixed,0.05,0.07806650361662104,0.1098326094635373,2.7470250680680133
401217,aus_lstm_nse_s0,up,30,fixed,0.2,0.03599980559692352,0.05034788499521811,2.7470250680680133
401217,aus_lstm_nse_s0,up,30,fixed,1.0,0.04480907133493128,0.06499064766481288,2.7470250680680133
401217,aus_lstm_nse_s0,lo,30,fixed,0.01,0.25964312750961355,0.3380544137896546,2.697794693507784
401217,aus_lstm_nse_s0,lo,30,fixed,0.05,0.26467558894342547,0.39573272385608427,2.697794693507784
401217,aus_lstm_nse_s0,lo,30,fixed,0.2,0.18383180051611012,0.2573314326970676,2.697794693507784
401217,aus_lstm_nse_s0,lo,30,fixed,1.0,0.044809071334931436,0.06382592806882448,2.697794693507784
401217,aus_lstm_nse_s0,up,60,fixed,0.01,0.09528577010453017,0.13934981068604035,2.7694838464062816
401217,aus_lstm_nse_s0,up,60,fixed,0.05,0.07755735989280961,0.11256447915601026,2.7694838464062816
401217,aus_lstm_nse_s0,up,60,fixed,0.2,0.03830509121484184,0.05482663428463451,2.7694838464062816
401217,aus_lstm_nse_s0,up,60,fixed,1.0,0.05122628046358792,0.07771378888248222,2.7694838464062816
401217,aus_lstm_nse_s0,lo,60,fixed,0.01,0.30257578812396374,0.42115647885670016,2.699999145476005
401217,aus_lstm_nse_s0,lo,60,fixed,0.05,0.2894189461812764,0.45392877447347263,2.699999145476005
401217,aus_lstm_nse_s0,lo,60,fixed,0.2,0.21198564138643045,0.3091226660739225,2.699999145476005
401217,aus_lstm_nse_s0,lo,60,fixed,1.0,0.05122628046358871,0.07576399618531082,2.699999145476005
401217,aus_lstm_nse_s0,up,90,fixed,0.01,0.09953308539412936,0.14013951899774918,2.796858515425868
401217,aus_lstm_nse_s0,up,90,fixed,0.05,0.07859185643475629,0.11515707825584848,2.796858515425868
401217,aus_lstm_nse_s0,up,90,fixed,0.2,0.03952838703922312,0.057196227983889014,2.796858515425868
401217,aus_lstm_nse_s0,up,90,fixed,1.0,0.0557241363260013,0.08202764500379268,2.796858515425868
401217,aus_lstm_nse_s0,lo,90,fixed,0.01,0.3527098753123641,0.4934711530583834,2.509022628337733
401217,aus_lstm_nse_s0,lo,90,fixed,0.05,0.30948527362756645,0.45982064011372803,2.509022628337733
401217,aus_lstm_nse_s0,lo,90,fixed,0.2,0.22387472706452508,0.2996924780706851,2.509022628337733
401217,aus_lstm_nse_s0,lo,90,fixed,1.0,0.055724136326001636,0.07358585224409664,2.509022628337733
401217,aus_lstm_nse_s0,up,30,adaptive,0.01,0.09959327040294207,0.1431031973418031,2.7470250680680133
401217,aus_lstm_nse_s0,up,30,adaptive,0.05,0.07806650361662104,0.1098326094635373,2.7470250680680133
401217,aus_lstm_nse_s0,up,30,adaptive,0.2,0.03599980559692352,0.05034788499521811,2.7470250680680133
401217,aus_lstm_nse_s0,up,30,adaptive,1.0,0.04480907133493128,0.06499064766481288,2.7470250680680133
401217,aus_lstm_nse_s0,lo,30,adaptive,0.01,0.25964312750961355,0.3380544137896546,2.697794693507784
401217,aus_lstm_nse_s0,lo,30,adaptive,0.05,0.26467558894342547,0.39573272385608427,2.697794693507784
401217,aus_lstm_nse_s0,lo,30,adaptive,0.2,0.18383180051611012,0.2573314326970676,2.697794693507784
401217,aus_lstm_nse_s0,lo,30,adaptive,1.0,0.044809071334931436,0.06382592806882448,2.697794693507784
613002,aus_lstm_nse_s0,up,15,fixed,0.01,0.09106424678120481,0.13102059967668794,2.745698453689836
613002,aus_lstm_nse_s0,up,15,fixed,0.05,0.07550491757304573,0.10636928270185088,2.745698453689836
613002,aus_lstm_nse_s0,up,15,fixed,0.2,0.06399748054332834,0.09121522209927563,2.745698453689836
613002,aus_lstm_nse_s0,up,15,fixed,1.0,0.10682795814608004,0.15048654431804986,2.745698453689836
613002,aus_lstm_nse_s0,lo,15,fixed,0.01,0.0,5.171751915611367e-12,2.5858521623737327
613002,aus_lstm_nse_s0,lo,15,fixed,0.05,0.0,5.171751915611367e-12,2.5858521623737327
613002,aus_lstm_nse_s0,lo,15,fixed,0.2,0.12634708082651103,0.17873462409364937,2.5858521623737327
613002,aus_lstm_nse_s0,lo,15,fixed,1.0,0.10682795814608048,0.1417256711165913,2.5858521623737327
