basin,arch,loss,n_seeds,A_up,A_lo,E5_up,E5_lo,B5_up,B5_lo,E1_up,E1_lo,E20_up,E20_lo,alpha_star_up,alpha_star_lo,delta_bar,beta_bar,Delta_asym,n,m1,zero_frac,cp1_up,ncp_up,cp1_lo,ncp_lo,H_mean_up,H_mean_lo,H5_up,H5_lo,NSE,lnNSE,KGE,KGEp,KGEnp,PBIAS,RMSE,RSR,VE,MAPE,SMAPE,BiasFHV,BiasFLV,BiasFMS,PeakBias,Q95Bias,Q90Bias,BFIBias
113004A,lstm,delta,1,0.18046187374014896,0.11329230735751164,0.2977981426834087,0.08563466785309135,-0.29772432814711874,-0.0842073634002377,0.5027321735339217,0.04527032767547638,0.19903194973684213,0.10208741071837023,,,0.13816283284892616,-0.13068621151775692,0.06716956638263732,3652,37,0.0,0.06,6,0.12,6,0.3510346144517635,0.34715222467663986,0.06189561206760515,0.3492464420912884,0.5233620172418894,0.8605072001781647,0.35691339404183975,0.5184831516999622,0.6769517392426371,-31.18532430863555,5.933978401436546,0.6903897325120867,0.6751971768771194,23.066148699147853,27.63256656978526,-60.03320021566063,13.57955607372424,2.143828484643545,-69.55561534581022,-17.062464584726953,-19.54614661931242,7.504441224340109
116006B,lstm,delta,1,0.23059708282361085,0.2534325119019078,0.26842234896899136,0.32104467800936415,-0.2520535978986919,0.03676506841953946,0.407476600923272,0.37844894936879214,0.22003539673395056,0.2859921852450567,,0.06729311228299709,0.22990226979715275,-0.14660453076981306,-0.022835429078296943,3652,37,0.0,0.06,6,0.1,6,0.7609278017056781,0.7544128889370388,0.5284802322017421,0.9767603867203342,0.5886852411090483,0.8610855353235185,0.33345743984534304,0.5225461544770316,0.6175379539691408,-36.38505273372259,2.8019072893484616,0.6413382562197204,0.5678129814831927,42.48292376886025,45.98045395943054,-51.51765765828734,-19.898048646338214,-8.825890625978133,-60.70324946575757,-30.284397976950217,-27.524535004581328,13.93156357977793
116010A,lstm,delta,1,0.3241139829208032,0.24211186036945698,0.3436671190005013,0.13854895974765108,-0.3347230127317887,-0.04294260588478901,0.4746772226262158,0.1208713018728964,0.34012884450725195,0.22766210949156754,,0.037103807716424256,0.28650751743387054,-0.2776976309692814,0.0820021225513462,3652,37,0.0,0.06,6,0.06,6,0.21069835266264203,0.20097627209904229,0.1473931280097927,0.9157757233403734,0.47741420821097647,0.6618881768859121,0.18645310026952322,0.42443126568275147,0.4859142296336607,-50.405193955400094,4.355992749153285,0.7229009557256261,0.4838178925587865,42.33574135777148,57.30150348677392,-58.620592849814926,38.19255218312198,-8.640519087374921,-67.7619812634342,-41.556072603996945,-48.57034041155013,9.45658019454406
116011A,lstm,delta,1,0.14517085633247268,0.15068095959073266,0.16427740652598027,0.2059408468995219,-0.0711914125238456,0.16779833002727704,0.39661794497202296,0.3481596112861107,0.14060724709187367,0.14508080607162896,,0.19372830586381407,0.13940507916008205,-0.0883056119642362,-0.005510103258259985,3652,37,0.0,0.12,6,0.06,6,0.5901598322446715,0.5955531483948046,0.9697649541439961,0.7060060173461189,0.42711871427203385,0.9175558206126395,0.32844157987111744,0.4359101473458329,0.7329340909352887,-23.450489582986783,4.782422472542303,0.756889216284633,0.6649445520827582,25.722151806327844,27.881015832016367,-50.68409859381495,61.04060707065712,-0.7728803363702752,-65.44013669414933,2.334246129172404,-8.674300050263684,8.747461383500855
116012A,lstm,delta,1,0.3465672573557278,0.3930593465337599,0.4454698641796249,0.6654888050607854,-0.4451447555620701,-0.6356072313306224,0.6076728768682543,0.45426795686789473,0.3723543870239274,0.47570688073559864,,,0.33641412759585343,-0.3151763086086871,-0.0464920891780321,3652,37,0.0,0.07,6,0.06,6,0.508578253817771,0.5032058596219008,0.11584620051353037,0.41730307239867664,0.3578504620206059,0.6959759614142621,0.04819373906939084,0.29954982158693655,0.3894807917611972,-58.861209385576,6.046905765381936,0.801342335072467,0.39941362363731625,46.19796340663422,67.28282551917073,-69.43918032913807,-239.87687231933057,-7.396819842225165,-77.59312953558323,-85.5533997773876,-71.88066433003127,22.681650839115864
116013A,lstm,delta,1,0.19071998984850752,0.13059639960526942,0.24736696652464205,0.12416041867778778,-0.22128140967825388,0.020914392497667696,0.42468556738149776,0.0875683511962677,0.21544752725431826,0.12778405141906654,,0.08069276009681736,0.15326149325151334,-0.09652841830796455,0.0601235902432381,3652,37,0.0,0.3,6,0.18,6,0.8132147544632278,0.8104313606584022,0.6828097832242784,0.934048764700794,0.5474962066136864,0.8592962427488149,0.36896735258170743,0.5259310204793326,0.6754207068043852,-30.159554268630036,3.6832812153589747,0.6726840219496176,0.6097021520458119,29.443727406681745,30.652298650302654,-50.37690541995716,19.97025745343675,-6.189260855368945,-62.907885072005534,-29.94031711746202,-14.801716308156461,13.68414331777576
116014A,lstm,delta,1,0.2695715568671791,0.4061496421581023,0.27901392486286863,0.33879781420765026,-0.22880969962598363,0.33879781420765026,0.3023024738005196,0.43243243243243246,0.2406542251951098,0.48748591125001306,,0.2670001038015542,0.3385474089404946,-0.09124311764107476,-0.1365780852909232,3652,37,0.13499452354874042,0.45,6,0.07,6,0.7411927280642057,0.7410367594131287,0.7761632912219458,0.0,0.639631279904439,0.8335880566706277,0.49613549108759614,0.6382168132640066,0.7159089929245612,-25.51126337323012,2.126695229204765,0.6003071881091887,0.5196344645847544,139.95844244554237,67.7094817880989,-34.94227634945737,9.583744372766322,13.376899367175405,-48.263487865742654,0.0,0.0,10.627508853255529
116015A,lstm,delta,1,0.24536161695780553,0.27208485046422004,0.26476871615309716,0.28871918459966306,-0.2271900518624206,-0.22766028309138622,0.4331950962743747,0.14374648379241092,0.22003195457892524,0.28876764296137136,,,0.25853902229165643,-0.18522491624732912,-0.026723233506414507,3652,37,0.0,0.32,6,0.29,6,0.6544107688459847,0.6500126013673133,0.7535083337880213,0.6864054044756832,0.4071674711664728,0.5592183999773908,0.2652405286584021,0.4053629726050981,0.6208364512316827,-31.4249965732181,5.463067015487205,0.7699561863077191,0.529046011922749,46.65180232241187,51.70780445833134,-55.59961341058393,7.6693572946450415,39.69137911667434,-67.96428461939327,-64.9629903073308,-52.00213661042173,10.302465049244796
121001A,lstm,delta,1,0.6139907201761737,0.36544596424140446,0.3928002837772929,0.15300546448087432,-0.3628728673202181,0.15300546448087432,0.345605251870095,0.16216216216216217,0.5267854064023101,0.12311901504787962,,0.3837659793662995,0.5596823199691962,-0.41824238105893435,0.24854475593476927,3652,37,0.31051478641840086,0.06,6,0.31,6,0.4593758122073116,0.4535007764008242,0.5582687422005745,,0.4835607325035133,0.6270331525994268,0.21188360321932875,0.4282709610062322,0.43248946477483685,-52.04998460633139,2.566397919450088,0.7186370902593929,0.41524671463792406,509.8512519209706,111.93646399383921,-45.367692265149536,-0.0,-11.267076605274484,-53.69319869368229,0.0,0.0,-13.442023531034668
122004A,lstm,delta,1,0.3784448671163363,0.4954815778012452,0.46615932850938,0.546448087431694,-0.4395871459323872,0.546448087431694,0.7311327829521308,0.6756756756756757,0.3917273579579801,0.5512995896032832,0.6363297310704518,,0.4132357797788047,0.1925810939174973,-0.1170367106849089,3652,37,0.2319277108433735,0.19,6,0.23,6,0.647735161296782,0.6477873212818699,0.525635922781836,0.0,0.18111221433594926,0.79903411726212,-0.06166053531517468,0.10650325979504605,0.3399800420399317,-55.33126705209561,15.964921851105935,0.9049241877992049,0.24114736074120247,372.93328415938987,82.64715595576094,-79.08070218189513,-212.46440713403007,-28.594210959394893,-87.79414697911709,0.0,0.0,64.7232010677108
126003A,lstm,delta,1,0.3024530603145292,0.3781642350822658,0.3709176112361332,0.3551912568306011,-0.21743078923905032,0.3551912568306011,0.624985878725269,0.35135135135135137,0.26809159353681655,0.4016917309530871,0.13564618508020362,0.7545831815746267,0.33541265445647456,0.006151276695601313,-0.07571117476773664,3652,37,0.16757940854326397,0.07,6,0.12,6,0.7924030786325935,0.7973192084705916,0.8926546255983961,0.0,0.2563035437048534,0.8065644324644736,0.0938186388327481,0.22505857416203157,0.47946998833053356,-38.32782540259068,9.085664635029318,0.8623783718850714,0.28501030057164567,533.7589291762512,67.0825308912948,-68.55782668613207,-17.533017981592604,0.08245213251612864,-81.14499654580693,0.0,0.0,44.64310379972654
136202D,lstm,delta,1,0.4191795637401178,0.6246993404861676,0.3481778865388419,0.5300546448087432,-0.24068306249181615,0.5300546448087432,0.28156349142429005,0.5945945945945946,0.2960391841987896,0.6244746878583932,,0.6120537842381664,0.5520084475767215,-0.040257064464209034,-0.20551977674604982,3652,37,0.16073384446878422,0.29,6,0.16,6,0.7664218354658103,0.7744580423157785,0.7917162893932164,0.0,0.4730165362479253,0.55206335815562,0.28318925975161235,0.4452646903309486,0.4777020277587001,-34.19586346306976,2.307203603512215,0.7259362670042561,0.4025565803503015,738.6448714874034,110.40168951534422,-41.48724284945912,51.3718792312898,50.51801157257739,-48.79279127803895,0.0,0.0,21.58769393552516
136203A,lstm,delta,1,0.47736030960475034,0.5640306126537665,0.3745808595522694,0.5956284153005464,-0.2977903967003474,0.5956284153005464,0.4132503018779432,0.6216216216216216,0.4282183504849801,0.5800273597811217,0.6364479258965792,,0.525779621829511,0.19391494726604772,-0.08667030304901618,3652,37,0.5739320920043811,0.08,6,0.58,6,0.34688384132383926,0.3547296015294193,0.6927051692835833,0.0,0.48004995864857913,0.6691283979185176,0.2528838978804788,0.4599249342933073,0.45169484402037396,-44.161030519532545,1.5343354516430636,0.7210756141705396,0.38916420900927085,181.30904185812383,105.1559243659022,-45.611279454964304,-3.0615427810285796e+16,-58.527308031268355,-48.68824160015711,0.0,0.0,11.852817303110537
136208A,lstm,delta,1,0.4405026731013371,0.47766991518603824,0.2949382250835491,0.453551912568306,-0.22999368965148503,0.453551912568306,0.3549782536879534,0.3783783783783784,0.3276220269078338,0.4528043775649795,0.6659254061025917,,0.48459950256636114,0.14682936807190267,-0.037167242084701124,3652,37,0.5276560788608982,0.07,6,0.53,6,0.43907772491371105,0.4435742463632717,0.6843181055776952,0.0,0.5933072445376661,0.6231546432952801,0.3159676396578448,0.5210100404517828,0.4500421357421305,-40.31002296045051,1.4417762951081323,0.6377246705768358,0.4187473735863213,2032.3271991219076,96.9199005132723,-46.62561214413317,-0.0,1.2670992712233986,-50.790825683258944,0.0,0.0,14.182934413688784
137101A,lstm,delta,1,0.4743523443499996,0.406100514898308,0.4336015195098433,0.12021857923497267,-0.38917720345438134,0.12021857923497267,0.4172532791394183,0.13513513513513514,0.4098966460315788,0.1381668946648427,,0.2531127988011154,0.4913901270924996,-0.2517526902297718,0.06825182945169161,3652,37,0.20153340635268346,0.3,6,0.21,6,0.7488517108363235,0.7480892108741568,0.5592658394013881,,0.3238724485774853,0.7922344370564918,0.041578604383069484,0.2784444248997783,0.3742782671166498,-57.066421511968876,3.624458047540442,0.8222697558724354,0.3433101800124929,1105.328204100015,98.27802541849987,-59.604350310322104,99.99999999999994,126.53838157245633,-66.59472358629078,0.0,0.0,22.58618164289022
137201A,lstm,delta,1,0.39406985276097617,0.3201403441652531,0.3935378037795483,0.13114754098360656,-0.31712060280181026,0.13114754098360656,0.41079334622097197,0.13513513513513514,0.3118439879519307,0.12995896032831739,,0.31899060067898133,0.40036717432931707,-0.24712171241494552,0.07392950859572306,3652,37,0.2634173055859803,0.09,6,0.27,6,0.7467874811176166,0.7474738331656511,0.7629770653949361,,0.33222337304304006,0.8529517040660104,0.0644742475845328,0.28996280573714106,0.40660756315220303,-54.32244087981274,3.773079015663193,0.8171760073307097,0.3381576020651619,228.44386413217515,80.07343486586346,-57.65990721970719,99.99999999999984,119.39940681592286,-67.99105742892498,0.0,0.0,33.982063208189096
138004B,lstm,delta,1,0.34267812400237363,0.31910183719751567,0.41082107053342937,0.18579234972677597,-0.3562967145284349,0.18579234972677597,0.4185089776955186,0.1891891891891892,0.340189804974974,0.18331053351573187,,0.36763529812517287,0.3495636006087594,-0.13027103617493072,0.02357628680485796,3652,37,0.2469879518072289,0.38,6,0.25,6,0.6763064476689052,0.6669949260853576,0.5086771495681621,0.0,0.3117516661994201,0.8814654325401252,0.062442723099072284,0.28370817087547073,0.4369965144897673,-53.621376758453984,4.131516672346344,0.8296073371183381,0.36627304909310576,177.51411086357604,69.9127201217519,-57.10991530017602,60.9089054927116,5.769738736336182,-64.44004285084988,0.0,0.0,13.750820900165888
