basin,arch,loss,n_seeds,A_up,A_lo,E5_up,E5_lo,B5_up,B5_lo,E1_up,E1_lo,E20_up,E20_lo,alpha_star_up,alpha_star_lo,delta_bar,beta_bar,Delta_asym,n,m1,zero_frac,cp1_up,ncp_up,cp1_lo,ncp_lo,H_mean_up,H_mean_lo,H5_up,H5_lo,NSE,lnNSE,KGE,KGEp,KGEnp,PBIAS,RMSE,RSR,VE,MAPE,SMAPE,BiasFHV,BiasFLV,BiasFMS,PeakBias,Q95Bias,Q90Bias,BFIBias
401208,lstm,logmse,1,0.16352557701551088,0.3489226638995564,0.14692068111287057,0.5348980806543888,-0.0006294546388805443,0.5304461271143877,0.18730107441479146,0.8015944689240121,0.14465449789899865,0.43442858454956684,0.05032849361828817,,0.2341980624957004,0.1860104646376096,-0.18539708688404552,3652,37,0.0,0.53,6,0.06,6,0.6181931469276779,0.6278471729299142,0.9486557336341457,0.19678912106890864,0.7298689758789633,0.6764014939986848,0.6538388116757896,0.5484659727376753,0.739961652764318,22.33187984671862,0.47512184639917954,0.5197413049980122,0.5809875087742241,81.98186513838522,46.83961249914019,-14.02525381695204,38.52677495984408,-15.83487831684562,-26.328110663349875,166.57371823924305,109.50596410990526,4.594687918555045
401210,lstm,logmse,1,0.12107584670873317,0.10590959217063838,0.1731541919607242,0.0707444388567166,-0.15265347840148916,-0.008870784681872376,0.2103809314866588,0.061526112356747556,0.12048510136919874,0.0892696901901299,,0.03578745430823688,0.11351453187033576,-0.0554056421331848,0.015166254538094795,3652,37,0.0,0.06,6,0.13,6,0.9146612265057645,0.910045006911346,0.5890811343353528,0.9943876941618438,0.8376240179709084,0.8902104792767555,0.760294686448975,0.8353992226564969,0.8706092133623797,-11.512306790888848,0.5182652166127196,0.4029590326932648,0.7756138359667397,20.607031789750035,22.702906374067172,-21.351834783243063,15.493911162958703,4.459428136118668,-27.75527405528638,-6.329767133150608,-19.699433918827808,-0.43474811246679246
401212,lstm,logmse,1,0.11982820471335577,0.13012928911309996,0.17021476895409698,0.15831753804401533,-0.14726138359844085,-0.020250175691454465,0.21211882691619843,0.15200061283667948,0.11468112359723932,0.13871336115386287,,0.06591816687153457,0.11848696205423218,-0.030779832844080965,-0.010301084399744184,3652,37,0.0,0.06,6,0.11,6,0.9277247496442945,0.9239319017383579,0.6440639615293303,0.9939331550770723,0.8307152278711315,0.8999577724395302,0.7544531423126289,0.8132889912040595,0.8969270349027834,-8.093126345634829,0.6112002430539119,0.4114423071693874,0.771391793294626,22.94585633275599,23.69739241084651,-21.834868435495647,-40.8957223213989,8.84269879460757,-34.06416539263521,6.877102969699167,0.6126214031454696,1.5212599380389957
401216,lstm,logmse,1,0.12433677545334555,0.11878430743707805,0.1862890294496326,0.14548396005698214,-0.17380375979134494,-0.13852094491559142,0.20623510635958336,0.238911827148773,0.13360102079540034,0.1255749870297846,,,0.11235076334307537,-0.08046424786702246,0.005552468016267506,3652,37,0.0,0.06,6,0.11,6,0.7942442298758925,0.7950002631726646,0.6066180500578577,0.6335665972348553,0.760793258688913,0.8866968309549363,0.6727972082923532,0.7700966807083847,0.8404437540014357,-15.375369315478443,0.8010409021404564,0.48908766219471017,0.7803753466067422,19.657102473793607,22.470152668615068,-26.809256268605726,-53.324750991239384,2.474383288205443,-37.04928444247317,-27.31613636821995,-24.029146288086988,1.6252470243224306
401217,lstm,logmse,1,0.11513287486376574,0.13405418221112744,0.14935950347080962,0.19052114770818654,-0.10886911050969027,-0.18429678929164797,0.13014121834811787,0.2357339416135627,0.12401499283237065,0.14787879183359534,,,0.11622097171956268,-0.06911994371103894,-0.018921307347361707,3652,37,0.0,0.06,6,0.06,6,0.8397310013926549,0.8474451351059521,0.7459528551613059,0.403394992469122,0.8861288402361363,0.9219927850455302,0.8674021186857284,0.8932354294212594,0.9035342392524794,-9.005793707134965,0.3057302409271832,0.33744801046066897,0.7861699129676885,20.707835509955615,23.24419434391257,-7.080206016423628,-11.067289901366935,6.945278487839084,-13.026113912877845,-23.821184954305682,-21.111791143213104,-1.6293122374009985
402204,lstm,logmse,1,0.14657735773126238,0.42092744870450854,0.14996211974397097,0.7406434071319561,0.038612865860354034,0.6750696366401527,0.196290947256342,0.6216216216216216,0.12290897892486141,0.567460641755595,0.03307579322496516,,0.24974809017631616,0.1601181978889298,-0.27435009097324614,3652,37,0.04079956188389924,0.36,6,0.07,6,0.7837429388104414,0.7936488473801598,0.8921058564772473,0.4648248625522071,0.675958130841046,0.8017096711941165,0.7245540253641931,0.652153994925121,0.8305757178693027,14.784968471344925,0.513522456388923,0.5692467559494336,0.6366229467616342,316.15846741615144,49.94961803526313,-5.35585636021731,-14.95491262083624,-15.139645266193863,-24.605183662651818,746.0664938034724,156.9952148203359,3.0701197861175524
402206,lstm,logmse,1,0.14317324531246992,0.22767581859874977,0.13511420287405285,0.28138389156521715,-0.044111263760327056,0.21784318572624392,0.17584210588445942,0.3678619698688718,0.13239941754961757,0.2864788714060147,0.49135019723229345,,0.17693560118660118,0.05438924056464372,-0.08450257328627986,3652,37,0.0,0.43,6,0.09,6,0.8572514682330811,0.8588468481475394,0.8938687186709675,0.822140104488317,0.7216351019185077,0.8809106154484025,0.7745314226182871,0.8262575326484756,0.9061277567310303,5.638119521534986,0.4008394859132064,0.5276029739126689,0.6948100502457244,45.45259396076188,35.38712023732026,19.748614930909476,33.45571259646604,0.32293187211258206,11.420057990423377,44.079917057850835,69.12473669103548,-3.882874945183996
402213,lstm,logmse,1,0.17495792348048783,0.4695178893743985,0.14419186764482897,0.6120218579234973,-0.04896319309620847,0.6120218579234973,0.2343750143920845,0.6486486486486487,0.13429404234457615,0.6268804791982847,0.10680816895577018,,0.29814799145182214,0.24353137178764847,-0.29455996589391065,3652,37,0.08680175246440307,0.45,6,0.08,6,0.5930021142291708,0.6020279674126925,0.9848304599805747,0.0,0.69670841019135,0.7671944671183295,0.7138930691128782,0.6471343509291956,0.8434099980609098,12.28200188428847,0.5470710695869627,0.5507191569290558,0.5956710228914219,353.79032344808275,59.629598290364484,-13.726226938619906,-37.81536630742239,-22.76544710109519,-29.53660640174851,772869586944.5801,1700.1594431081369,9.239520128936094
402217,lstm,logmse,1,0.39335814043725664,0.4298979157741945,0.22205954829433966,0.567521437361877,0.004337449516659957,0.05793454269306075,0.22650613011413578,0.6632705837000719,0.42020397481592175,0.47159838231477663,0.024085257892985944,0.08962414926465832,0.4004801417795479,-0.03125312918521439,-0.03653977533693786,3652,37,0.0002738225629791895,0.06,6,0.12,6,0.6237911732275689,0.6262966808507867,0.9604735214326791,0.9316338136749127,0.1546295679862295,0.3974855306835874,0.5969302687290001,0.5463676054919575,0.5609315356981156,-5.799625489453963,0.6011397901734791,0.9194402819181735,0.28982361950713864,106.75851357291523,80.09602835590962,49.22019066399464,3.789705242700642,-27.399753196917665,-7.119903389453026,-9.576285622220226,34.6633956064419,-11.219406599119123
403209A,lstm,logmse,1,0.12726534957602112,0.25979570790498013,0.15227851601276648,0.6843113849832474,-0.07784976718647367,-0.6421110254096286,0.23811264085556497,0.8758584595031428,0.12074557908882934,0.2866123748470148,,,0.15931046071926755,-0.07287450364478161,-0.132530358328959,3652,37,0.0,0.06,6,0.06,6,0.9298928137288596,0.9348541358379536,0.9250328097463889,0.5350545793325985,0.735505160411178,0.9360084196583143,0.8594407887867834,0.8525300723629003,0.9418642770005176,-4.6948579883734585,0.5222565684238106,0.5142906178308351,0.7453563904051996,28.195006297926682,31.862092143853516,-2.1975935475099284,-45.85174638585553,-0.5512692065217245,-19.274576639807464,-35.8244555165657,-16.035648752498798,-0.1974659340391026
403213A,lstm,logmse,1,0.12891900827237235,0.28731051885803993,0.1096133805710196,0.2896174863387978,0.009475020450074841,0.2896174863387978,0.1298770023681825,0.2972972972972973,0.10168421181879389,0.3817745899941532,0.039461332512115366,,0.19852786263109407,0.07957792721169095,-0.15839151058566758,3652,37,0.06133625410733844,0.53,6,0.06,6,0.8867895812549722,0.888096514175606,0.923082315019192,0.352505362183375,0.8770917607300697,0.9464551998351793,0.8571933007747438,0.804677371681974,0.9116990490318666,7.942431054939378,0.4153986539700535,0.35058271387780987,0.7484811887466698,73.26357114191623,39.705572526218816,-3.735524226272975,-5.566081957932945,-5.8481155537421365,-13.537387402070015,0.0,130.440299686249,-0.6029250383914402
403214,lstm,logmse,1,0.18139754610970468,0.3780202549355949,0.22196723434164747,0.7558459157193558,-0.18087312377215567,-0.5412344958085935,0.2895018542435355,0.9786121750601634,0.17037832243044293,0.46089410837521955,,,0.23954862460722343,-0.0978342808066799,-0.1966227088258902,3652,37,0.0,0.4,6,0.08,6,0.9433506691645818,0.9438385816127725,0.648990288257293,0.893552332786989,0.7259299037798599,0.8275826540488627,0.7573417063588749,0.8006513020670317,0.844867372640528,-13.645666353460786,0.35060031842718553,0.5235170448229362,0.664569783039427,43.202303808514834,47.90972492144478,-17.929619381813424,-335.3263104728047,-0.3112909539863698,-24.153094114500664,-67.60661562987988,-37.70818522086266,0.6706293968790114
403217,lstm,logmse,1,0.26628846757868757,0.4773302992924165,0.20542299791535298,0.8425672660558422,-0.13554116072719688,-0.43236664389779084,0.22972402255909027,0.9986489005125576,0.21019762435306646,0.496327964260928,0.24001335772751675,0.0157759741016161,0.3553547713582716,0.04117708078591435,-0.21104183171372892,3652,37,0.00547645125958379,0.28,6,0.06,6,0.9512242481832258,0.9506885312427644,0.9724878625124985,0.8508835839965169,0.657650011391941,0.6796330242424511,0.663058454947674,0.5722391967573146,0.7375711715320228,19.428366579312474,1.0231504368547022,0.5851068181179048,0.4080893293473289,173.48209000981058,71.07095427165427,-14.250165835097501,11.410573013858002,17.447016386076225,-34.90395082124604,-64.9263574328908,-28.872846060259626,6.159437204639029
403221,lstm,logmse,1,0.1621788186441928,0.4985021229706301,0.14485323394962818,0.7213114754098361,0.008390823819236176,0.7213114754098361,0.17781315371571457,0.7297297297297297,0.12790652551143294,0.7186475305622245,0.043495646347044406,,0.2957161533314454,0.24315491456756494,-0.3363233043264373,3652,37,0.13608981380065718,0.34,6,0.12,6,0.6280809522954836,0.6382286597538632,0.9407068946374869,0.0,0.7325111242554586,0.8186247235455523,0.7767429472078929,0.7119923274321955,0.8472763300009464,12.818401914198311,0.49991328549541614,0.5171932673039561,0.6473041846731916,341.34610652140293,59.14323066628911,-9.647995626885704,-75.67324912977747,-13.104831949373613,-20.577336554572724,317552685737.61035,947153568267.8223,3.5535144697983525
403222,lstm,logmse,1,0.15583432229308264,0.3084891779413815,0.19917590845246003,0.5633201225985288,-0.14734867229633591,-0.5066621329771089,0.25552401190096286,0.7427704790250341,0.15301594016073625,0.38734371976141885,,,0.19981593745054127,-0.14738757184090176,-0.15265485564829884,3652,37,0.002190580503833516,0.06,6,0.06,6,0.7713337764252489,0.7721149732360577,0.728760370608686,0.6814872454300744,0.6572185601108607,0.9033966199467552,0.7682101481063132,0.7684052698341124,0.862116434646357,-13.116971628227212,0.7629807299186199,0.5854753964848902,0.714882264551826,31.87246602439613,39.96318749010823,-12.791355923511624,10.10927501254904,11.218745424904435,-37.63624972950779,-56.49331298720677,-58.48215956636445,0.126095396210999
403226,lstm,logmse,1,0.15601807399553544,0.4146218246037304,0.11621819524086989,0.5737704918032787,0.006927122377496213,0.5737704918032787,0.10899706646462133,0.5405405405405406,0.12035259646475936,0.5764237849950098,0.03931639107803914,,0.2655298639559938,0.20145238295997106,-0.25860375060819496,3652,37,0.1196604600219058,0.52,6,0.06,6,0.6640534594972973,0.6743569243881252,0.9423796188956123,0.0,0.8809408316924493,0.889226003102541,0.8639982608379397,0.8513795669260728,0.873036372534495,11.816834648919402,0.3773381744061661,0.3450495157329606,0.7090435889933313,346.5496035280297,53.10597279119867,3.529777943285924,-45.38893182647362,-13.462548625234676,-3.6673279966805308,0.0,816440582275.3906,-1.7007063974728729
403232,lstm,logmse,1,0.14628619185055738,0.30654842930346365,0.13333363050122513,0.5753732257878027,-0.0730722047679846,0.23479144217397166,0.1853898240463237,0.0,0.12576611569922197,0.41836031626890274,0.3782707322450356,0.01,0.20777677132139818,0.04782564576466769,-0.16026223745290627,3652,37,0.018893756845564075,0.4,6,0.08,6,0.9432618673413772,0.9430286873283312,0.9277660749538317,0.8668802893734302,0.8646905423119191,0.9252144800188151,0.9072184143449916,0.9040266055851083,0.9430048515901767,0.5115855492298557,0.4663533756246087,0.36784433893711194,0.7212241552870426,505.24779078988644,41.55535426427959,-9.49339650998573,-1.9796254266755817,1.1746354051351366,-21.301793751660107,992.2156267673288,-6.11378661026985,1.6500977944529387
404207,lstm,logmse,1,0.2138594447549663,0.4626561521336265,0.18327465427318976,0.4426229508196721,-0.03149116084982508,0.4426229508196721,0.3110608196812731,0.4864864864864865,0.15213825550304103,0.560721811857811,0.07554122965362094,,0.3357484643565834,0.2644888085614224,-0.2487967073786602,3652,37,0.11883899233296824,0.37,6,0.12,6,0.5724233051191605,0.5814148541791958,0.9603357946032212,0.0,0.6539523131754306,0.8286872990275393,0.6507620863241041,0.6246553734888914,0.8794727978682031,4.531927303440777,0.7336933073846933,0.5882581804144924,0.5653864445767816,1101.0344160834657,67.14969287131666,-24.08125274837462,-53.4095973745416,-25.262134254272933,-43.796288032279755,0.0,424301624298.0957,7.334000572331508
405205,lstm,logmse,1,0.12496174529906054,0.15188121791892975,0.15587718975951662,0.1884907576944985,-0.12749717799064664,0.14386908986265476,0.17033862595076033,0.1425446503099258,0.11438059727981173,0.1772254264571526,0.9093481933854033,,0.13277848942351314,0.015315778722484309,-0.02691947261986921,3652,37,0.0,0.06,6,0.14,6,0.7734780421800582,0.7678594720730239,0.47579447238486383,0.6821866395608053,0.7201774490241326,0.787251513715811,0.8031761752060196,0.8206417728114234,0.8739495677783815,-3.3549996755940246,0.4360288643196576,0.5289825620716314,0.7502787405486178,28.989729048134443,26.555697884702628,-10.55357808524353,-51.514785978055926,-12.586577156659148,-22.392559046511906,40.504868181663795,36.582584007988274,-0.49987346943782945
405209,lstm,logmse,1,0.1731271219711014,0.1411623764619576,0.1909699020422731,0.09910767122148764,-0.18597238659610696,0.07012577784041887,0.2016158245353105,0.09270468049098214,0.17718714286209497,0.1252497399053977,,0.21681263196863734,0.1604581312119445,-0.10883294497185778,0.0319647455091438,3652,37,0.0,0.06,6,0.13,6,0.67545480014094,0.67159638117085,0.18317990714789925,0.7456854910711449,0.789933454586673,0.8554865585388687,0.6274953223145053,0.7448063802426796,0.748066150502885,-24.572680774815627,0.5508333924109015,0.45833017074302124,0.7109055936374351,27.764130943665204,32.09162624238882,-26.74867095311945,0.9018471815878856,-8.351271260500445,-28.688540458663237,7.62521995762307,-13.233687372471728,0.35048076514032134
405215,lstm,logmse,1,0.12767822367998205,0.14112679321794322,0.14512805814370103,0.18656343128061295,-0.08044137057061429,0.058646272454443905,0.18384933493837666,0.2033103189071279,0.13368759483885195,0.1563963902377415,,0.12396887592483966,0.12713135942271775,-0.02007197527362075,-0.01344856953796117,3652,37,0.0,0.06,6,0.13,6,0.9479750155159746,0.9499952983770065,0.9417013958355185,0.9250450753781617,0.8136120705143838,0.9299356587794391,0.9056519204075769,0.9057348064561148,0.964464840408516,-0.09807354681464814,0.6149711623414476,0.43172668377761436,0.7467605425618355,25.83887245370038,25.426271884543546,-1.0075300451897,14.47641576539955,10.009024658840728,-20.260972363919144,-22.12665947854953,-11.129578927650725,-0.32136969888545636
405217,lstm,logmse,1,0.13001562245600462,0.1333065350461911,0.14657468339283145,0.1407666912922057,-0.09619882821273681,0.08991572230069961,0.17307281412274292,0.2736692433342765,0.11876884706930395,0.11595924480492156,,0.642297071470751,0.1318725577300197,-0.018888095874330806,-0.00329091259018649,3652,37,0.0,0.08,6,0.16,6,0.941830646337531,0.9425954756293445,0.8786615749979756,0.7881233234535359,0.8237107689230745,0.925762195791744,0.7737381353209858,0.8320522108363826,0.9032419576950979,-8.406187411497903,0.401663507042543,0.41986811152661446,0.7496462958250325,27.516522796533692,26.374511546003955,-16.22839058455179,70.25527193094645,-1.8128088124264192,-25.82679715336398,-3.4997851445203794,-7.964685139657833,-0.1979588778525398
405218,lstm,logmse,1,0.15695233806609055,0.15137276401775468,0.21008822644634698,0.17902686157150244,-0.1943615485969131,-0.17744560481707972,0.3130411577665401,0.21704516082759107,0.15753062987261437,0.15949770897406396,,,0.14686220822938756,-0.1127253230181246,0.005579574048335867,3652,37,0.0,0.06,6,0.06,6,0.7593018809753551,0.7632669110129058,0.5700081835580784,0.3380107985829974,0.7572029796178293,0.8968953227798199,0.6565547252417645,0.7628710674181144,0.8005404823180411,-19.376730837210026,0.9923527737768482,0.4927443763069962,0.7250002565044533,24.59025670687989,29.37244164587753,-31.471013431621987,-27.365053676371065,4.514735273376767,-45.5559021256328,-34.372937804440824,-23.511361211573174,2.317186980405546
405219,lstm,logmse,1,0.14556660502369986,0.19836295663326775,0.1244347780991291,0.2632983220171018,-0.10559256354540868,-0.22838929385134743,0.14245333740284288,0.21110358981241648,0.13602779745002821,0.22521211078233852,,,0.16798414833399133,-0.1380133100566214,-0.05279635160956789,3652,37,0.0,0.11,6,0.06,6,0.740154213972296,0.7373476625315319,0.6811086795366451,0.7371844875807593,0.8793778897352998,0.8740697049041575,0.7490703806781334,0.8138280346828198,0.8150540304854034,-17.959587212522823,0.5951341017130717,0.3473069395573606,0.763135599291325,27.128153732318466,33.59682966679825,-16.678774254418773,-27.911710802742682,1.6760328938523639,-23.941504023356874,-51.18129807790197,-40.28743601785574,-0.0011909858178274647
405226,lstm,logmse,1,0.3597752462537204,0.5549291028576819,0.34467264639399675,0.6229508196721312,-0.024103036762258757,0.6229508196721312,0.3975463403909757,0.5405405405405406,0.3057773326645837,0.5882352941176471,0.05628124634998645,,0.4587091490758285,0.4180945820729862,-0.1951538566039615,3652,37,0.36856516976998904,0.5,6,0.06,6,0.3021730353121565,0.3116126038423542,0.9505443935415545,0.0,0.17781274152016757,0.6072465638352934,0.44645775277161825,0.3915876630961349,0.5751655284032052,38.723082691338476,0.366012915965962,0.9067454209864158,0.043299592676437015,1821.0936008276508,91.74182981516566,4.728187059597391,-4.072970034721532e+17,-74.40987272636735,-34.66669119889412,0.0,0.0,11.214072592117908
405227,lstm,logmse,1,0.10931115795421534,0.10469882714744336,0.11253176278631628,0.08185166312176081,-0.09839874140848175,0.006551013771570143,0.17779939574271522,0.07787602531523964,0.11002177627386635,0.10979569955134702,,0.0567047139103607,0.10706106391908618,-0.08090245793059857,0.00461233080677198,3652,37,0.0,0.09,6,0.1,6,0.7512677792556084,0.7493603790676849,0.705347073879923,0.9408343545298354,0.852064077237742,0.9366530516124334,0.7241422126414749,0.8172907207658164,0.8479157250381617,-14.929361928674231,0.5900813191377995,0.38462439179315966,0.8017599628883673,18.94100714234378,21.41221278381719,-21.57490561542521,13.449617318298305,0.10504380122381593,-31.277158602043233,-17.410522831086325,-23.317650867645256,1.2249515119371677
405238,lstm,logmse,1,0.29002407093957583,0.44362112081637967,0.24702334521611652,0.5081967213114754,0.18499208197026046,0.5081967213114754,0.23456091092555154,0.40540540540540543,0.2186402587589981,0.47332421340629277,,,0.3705364253190291,0.3537207106160555,-0.15359704987680384,3652,37,0.3893756845564075,0.27,6,0.06,6,0.23945888766340617,0.24856100601951817,0.6050716946871265,0.0,0.7754771470932625,0.7457947049800885,0.4276843680796232,0.3277206834513292,0.42345456155763095,56.218821894815974,0.4231524317095922,0.47383842489474975,0.2915379268405286,463.9441500166097,74.10728506380583,31.690826608369758,-2.3326548395071872e+17,-68.0368917014483,6.9701465926764445,0.0,0.0,3.248843551315635
405245,lstm,logmse,1,0.28496011753697775,0.5298228938014801,0.32119799248269965,0.3989071038251366,-0.26274595152032104,0.3989071038251366,0.46004277734400695,0.40540540540540543,0.23130319554313963,0.6324542759960268,0.48892222467291524,,0.4068075938605677,0.18600636003833187,-0.2448627762645023,3652,37,0.08433734939759036,0.46,6,0.09,6,0.6582563262353511,0.6643079630731844,0.7253105448039443,0.0,0.612652941828793,0.7978630897379033,0.37812982914687565,0.5540789420185788,0.639434996517448,-32.896921836465765,0.6322282946751682,0.6223721219424975,0.44236777317255804,298.4616337428417,81.36151877211375,-46.90496252311564,-12.132581526600624,-45.679425702920085,-59.23274136388502,0.0,-99.999999581222,31.183395313407388
405248,lstm,logmse,1,0.36994190759389184,0.29278231787441844,0.25358370650902584,0.2786885245901639,0.019453611931236636,0.2786885245901639,0.26931868627360184,0.21621621621621623,0.35204033752755776,0.2708618331053352,0.039930760353651944,,0.3410573722459341,0.3013526827226974,0.0771595897194734,3652,37,0.6596385542168675,0.09,6,0.31,6,0.18886986112605406,0.19705637161841214,0.9754079535491238,0.0,0.8042139246036166,0.5435418108135456,0.8238043281319831,0.820790942605022,0.7612488068688728,0.4322446289168239,0.24077247460206944,0.44247720325049894,0.4652284913370748,733.723345671663,68.21147444918684,-14.144791267960484,-0.0,18.14383691930582,-21.30569009517319,0.0,0.0,21.682384549023897
405251,lstm,logmse,1,0.23623860393466906,0.60420561462351,0.20186232202530216,1.0,0.1316476974960204,1.0,0.16372939030806136,1.0,0.2049963916605442,0.7990320979139738,,,0.37772239184047973,0.3722751977860189,-0.3679670106888409,3652,37,0.062157721796276016,0.55,6,0.08,6,0.1228626315557822,0.13145244192620814,0.6975413661030698,0.0,0.7507157461758057,0.44745193962675733,0.4329912360659477,0.2877541300938278,0.4999779387114601,48.807738708249566,0.5052926299808588,0.49928374079694826,0.35532722098673364,257.20614159583465,75.5444783680959,9.571468943631691,79.48960189977218,-25.645759864661088,-12.019911764802597,3561413288116.455,577.8007076962583,7.947787404829755
405263,lstm,logmse,1,0.23198038512851638,0.25771990033820247,0.11471566633539514,0.23348116370417807,-0.023245123404645053,-0.10018244725783487,0.15867071619596257,0.2698134557590354,0.12507426806218697,0.2167320448931981,,0.012098195091239529,0.2706409832195236,-0.0976685556861382,-0.025739515209686092,3652,37,0.0,0.27,6,0.06,6,0.9108459694936387,0.9111805032325258,0.9783090972489319,0.7665893564774775,0.3807692188651378,0.24266281310738103,0.6659980071385929,0.6468153925980686,0.6891901435159591,9.946873353575775,1.2140896941879753,0.786912181335924,0.45376755478896513,65.34429434137937,54.128196643904694,-5.216878137030616,12.092651488987384,107.8428383477094,-33.202117714098485,-43.504202538496195,-42.59605582433123,-1.0447390268233077
405264,lstm,logmse,1,0.11351726540082037,0.11966243163301829,0.1285940590261336,0.13185274060175117,-0.11138677162474847,0.09381035328540782,0.2097862871631956,0.29079381608057714,0.11056432262734475,0.12449718258202369,,0.10871144369377028,0.11137841288896502,-0.07736057749473388,-0.006145166232197921,3652,37,0.0,0.37,6,0.07,6,0.7269198668235148,0.7339066178352281,0.7150437107465468,0.7785640240761358,0.8719603103698912,0.9313774377882617,0.7534276640768435,0.834960154189628,0.8454553412531878,-15.21927150558365,0.4976600166431646,0.357826340045152,0.7979303298424609,20.066946472686617,22.27568257779296,-20.733887804126333,42.92021995884995,-0.627388231784859,-32.541634462436825,-17.56644444290127,-21.784115389490076,1.1255314043652633
405274,lstm,logmse,1,0.2807994445298451,0.5672674392273378,0.21890503300165934,0.6721311475409836,0.004212014785295488,0.6721311475409836,0.29279014654189855,0.6486486486486487,0.23536450982147455,0.7530202276505894,0.04830612897481175,,0.407019104944005,0.38662906374298445,-0.2864679946974927,3652,37,0.08680175246440307,0.47,6,0.09,6,0.2007035279836863,0.21071847812868222,0.9013577432357062,0.0,0.6883264790996315,0.7942760450112032,0.5990086846755702,0.5208296209169718,0.7841673904982762,15.70821602887248,0.6251481680456962,0.5582772795845883,0.42676382860015805,632.0571629711711,81.40382098880085,-18.04295535847499,-57.27320180025589,-14.043013781447632,-41.21711636192388,250017642974.85352,7654.70381819,19.658901308035652
406208,lstm,logmse,1,0.31494556495064263,0.27609749910602654,0.22351315909271718,0.24043715846994534,0.17781871167905192,0.24043715846994534,0.17202704928536186,0.1891891891891892,0.23477478946224675,0.21477428180574556,,,0.3227795159753908,0.2607294342636363,0.038848065844616086,3652,37,0.42634173055859803,0.25,6,0.28,6,0.3293136681969482,0.32702775919526994,0.427880041795561,0.0,0.8655719477115021,0.7949510754675793,0.4718321672905258,0.3793845256688434,0.45928789130832925,52.38444445202563,0.38905009435891635,0.3666443130453517,0.3410920505655354,469.22094567949665,64.55590319507813,22.875179006833964,-0.0,5.504719150354243,3.3046373000660108,0.0,0.0,8.028223120524656
406213,lstm,logmse,1,0.28351217116952493,0.3525698537134116,0.21015883255620607,0.30601092896174864,0.06455516308436843,0.30601092896174864,0.2043222046813594,0.40540540540540543,0.217804214851367,0.2777017783857729,0.02518743742684436,,0.34258217028151905,0.29957544505892847,-0.06905768254388667,3652,37,0.33953997809419495,0.38,6,0.16,6,0.2882446741940523,0.2961912814746757,0.8668866962034087,0.0,0.8547552302705332,0.8321305169471893,0.7242281708004557,0.6201777001259483,0.7272347786448247,24.15216125252682,0.3914927447790187,0.3811099181725223,0.4837810769291345,1023.958521281345,68.51643405630384,-1.1459150406209313,-1.0487062896026587e+17,-62.77160168607127,-15.193451436339581,0.0,0.0,14.981871114551504
406214,lstm,logmse,1,0.3854400805869046,0.3598507041465899,0.31974242566406663,0.37158469945355194,0.07752924503979668,0.37158469945355194,0.3453534977090015,0.32432432432432434,0.31744005543534404,0.31326949384404923,0.016468600392947286,,0.3938898657404891,0.36528870778562905,0.025589376440314726,3652,37,0.5117743702081051,0.3,6,0.06,6,0.21162845034593875,0.221380954599376,0.7931488582584372,0.0,0.7655192294525092,0.5777780005238474,0.6829767604099064,0.5773634922586375,0.6882779014472269,22.50516257299356,0.4119089274581892,0.4842321453058345,0.25676625333511316,1211.4374275122998,78.7779731480978,-0.9146754230096301,-0.0,8.825647693679203,-16.39901684685196,0.0,0.0,27.436731021659728
406224,lstm,logmse,1,0.25855154699829846,0.12375907081629596,0.44363863475212995,0.12021857923497267,0.045090670727764716,0.12021857923497267,0.3677121815342403,0.02702702702702703,0.3462611887003326,0.11764705882352941,0.024710287734734764,,0.16706378119932724,0.10444868936822004,0.13479247618200252,3652,37,0.8940306681270537,0.06,6,0.26,6,0.680229491645441,0.6999476974905819,0.967660938099802,,0.46175602634576407,0.2263277890676878,0.48206238718342953,0.5622904274571158,0.48912303268954893,-16.355060210206748,0.4979637587404488,0.7336511253001906,0.1839590013719007,761.5532405257051,33.41275623986546,-23.114529971786922,-0.0,0.0,-31.186715671983812,0.0,0.0,37.18431903247821
407214,lstm,logmse,1,0.4408388846724247,0.8120027294328617,0.2858194511214123,0.9541168125365254,0.1831889637690382,-0.07320559183505919,0.2594056979112461,0.987306518208278,0.31567074322858335,0.907315658053933,,0.9019869493140428,0.63156154787432,0.021852108499704193,-0.37116384476043696,3652,37,0.0,0.19,6,0.1,6,0.8092397268093806,0.807528132825089,0.6917261980156951,0.9925854265039726,0.7530991364422015,0.5722396961378899,0.46778185050348575,0.3298825025898011,0.4455814858313729,48.87096684020399,0.46334512401063016,0.4968911989136037,0.1734314687023164,446.49528036076555,126.31230957486378,13.819873029710697,94.15487527199339,36.120921572057135,-2.348117668856303,-99.99999966402368,-99.99999978499895,17.09632860922281
407215,lstm,logmse,1,0.288095957059075,0.4599776742667087,0.27492470018951004,0.4972677595628415,0.17135636657954836,0.4972677595628415,0.24801478104114705,0.5405405405405406,0.23000389197815962,0.45143638850889195,,,0.37744452463399286,0.3544785812828128,-0.17188171720763373,3652,37,0.3138006571741512,0.45,6,0.07,6,0.3047243007189359,0.3125767242078073,0.6606969887875106,0.0,0.7480275935813774,0.7389350808730015,0.5462689473362008,0.4128172516330074,0.5822152588148622,37.84104540128176,0.49126398454060827,0.5019685313031312,0.31679390218779646,2618.2508478842406,75.48890492679857,14.16814705920666,-3.607630627411092e+17,-74.80428119275676,-9.493192601051561,0.0,0.0,8.35872770615981
